audio_file_path	romaji_name	id	en_name	ja_name	path	ja_path_name	en_path_name	path_taxon_rank_name
data01/ootaka_060706_mooka_mju.0000.wav	ootaka	Q25353	Northern Goshawk	オオタカ	Q940115/Q188737/Q25353	ハイタカ亜科/ハイタカ属/オオタカ	Accipitrinae/Accipiter/Northern Goshawk	subfamily/genus/species
data01/kanmurikaitsu_120417ogawara_mikami.0001.wav	kanmurikaitsuburi	Q25422	Great Crested Grebe	カンムリカイツブリ	Q21695/Q1237815/Q25422	カイツブリ科/カンムリカイツブリ属/カンムリカイツブリ	Podicipedidae/Podiceps/Great Crested Grebe	family/genus/species
data01/bupposo970803_tottori_kuroda.0000.wav	bupposo							
data01/kawarahiwa_130623_date_kros.0004.wav	kawarahiwa	Q27075786	Grey-capped Greenfinch	カワラヒワ	Q9189957/Q27075786	Chloris/カワラヒワ	Chloris/Grey-capped Greenfinch	/species
data01/mugimaki_120505_hyogo_kaji.0005.wav	mugimaki							
data01/tsumenagasekirei_050621_hokkaidou_kaji.0011.wav	tsumenagasekirei	Q25984	Western Yellow Wagtail	ツメナガセキレイ	Q25341/Q194240/Q764420/Q749521/Q205943/Q230042/Q25984	スズメ目/スズメ亜目/スズメ小目/スズメ上科/セキレイ科/セキレイ/ツメナガセキレイ	Passeriformes/Passeri/Passerida/Passeroidea/Motacillidae/Motacilla/Western Yellow Wagtail	order/suborder/parvorder/superfamily/family/genus/species
data01/rkonohazuku_120423_ishigaki_moriya.0000.wav	ryuukyuukonohazuku	Q716317	Elegant Scops Owl	リュウキュウコノハズク	Q5881279/Q25222/Q26012/Q832329/Q716317	Strigimorphae/フクロウ目/フクロウ科/コノハズク属/リュウキュウコノハズク	Strigimorphae/Strigiformes/Strigidae/Otus/Elegant Scops Owl	/order/family/genus/species
data01/rkonohazuku_120423_ishigaki_moriya.0006.wav	ryuukyuukonohazuku	Q716317	Elegant Scops Owl	リュウキュウコノハズク	Q5881279/Q25222/Q26012/Q832329/Q716317	Strigimorphae/フクロウ目/フクロウ科/コノハズク属/リュウキュウコノハズク	Strigimorphae/Strigiformes/Strigidae/Otus/Elegant Scops Owl	/order/family/genus/species
data01/nyuunaisuzume_110809_nikko_hirano.0004.wav	nyuunaisuzume							
data01/nyuunaisuzume_110809_nikko_hirano.0009.wav	nyuunaisuzume							
data01/chogenbo_keikai_130303_utsunomiya_hirano.0000.wav	chogenbo							
data01/okonoha_130505_nikko_abe.0004.wav	okonoha							
data01/ruribitaki_0902_hyogo_kaji.0014.wav	ruribitaki	Q129219	Red-flanked Bush Robin	ルリビタキ	Q968266/Q129219	Q968266/ルリビタキ	Red-flanked Bush Robin	Unknown/species
data01/kuroji_c_080430_utsunomiya_hirano.0000.wav	kuroji	Q1586258	Gray Bunting	クロジ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q1586258'			
data01/binzui_080703_asyoro_kuroda.0004.wav	binzui	Q726873	Olive-backed Pipit	ビンズイ	Q205943/Q193807/Q726873	セキレイ科/ピピット/ビンズイ	Motacillidae/Anthus/Olive-backed Pipit	family/genus/species
data01/tsubamechi_121009_hyogo_kuroda.0002.wav	tsubamechi							
data01/osahashibuto_120423_ishigaki_moriya.0009.wav	osahashibuto							
data01/ostoaka2_140307_amami_ishida.0000.wav	oosutonooakagera							
data01/mejiroc_160516_miyake_kuroda.0002.wav	jyoubitaki							
data01/mejiroc_160516_miyake_kuroda.0003.wav	jyoubitaki							
data01/kisekirei_160601_chichibu_mju.0000.wav	kisekirei							
data01/akashobin_150611_kosado_mju.0002.wav	akashobin							
data01/ezobitaki2_1010_hyogo_kaji.0005.wav	ezobitaki							
data01/kogamo_0910_hyogo_kaji.0000.wav	kogamo	Q25700	Eurasian Teal	コガモ	Q27725/Q214264/Q25700	カモ亜科/マガモ属/コガモ	Anatinae/Anas/Eurasian Teal	subfamily/genus/species
data01/isoshigi_110424_utsunomiya_hirano.0013.wav	isoshigi	Q18850	Common Sandpiper	イソシギ	Q310859/Q18850	Actitis/イソシギ	Actitis/Common Sandpiper	/species
data01/omizunagi_120801_fukuoka_mju.0007.wav	omizunagi							
data01/benimashiko081118_watarase_hirano.0002.wav	benimashiko	Q27075750	Long-tailed Rosefinch	ベニマシコ	Q25341/Q160835/Q667490/Q843168/Q27075750	スズメ目/アトリ科/ヒワ亜科/オオマシコ/ベニマシコ	Passeriformes/Fringillidae/Carduelinae/Carpodacus/Long-tailed Rosefinch	order/family/subfamily/genus/species
data01/benimashiko081118_watarase_hirano.0003.wav	benimashiko	Q27075750	Long-tailed Rosefinch	ベニマシコ	Q25341/Q160835/Q667490/Q843168/Q27075750	スズメ目/アトリ科/ヒワ亜科/オオマシコ/ベニマシコ	Passeriformes/Fringillidae/Carduelinae/Carpodacus/Long-tailed Rosefinch	order/family/subfamily/genus/species
data01/akahara_100420_watarase.0005.wav	akahara							
data01/komukudori_100610_nikkou.0003.wav	komukudori	Q1586190	Chestnut-cheeked Starling	コムクドリ	Q25341/Q185237/Q3759722/Q1586190	スズメ目/ムクドリ科/Agropsar/コムクドリ	Passeriformes/Sturnidae/Agropsar/Chestnut-cheeked Starling	order/family//species
data01/kakko_120629_utsunomiya_hirano.0008.wav	kakko							
data01/yoshigoi_090805_watarase_hirano.0003.wav	yoshigoi	Q888536	Yellow Bittern	ヨシゴイ	Q19338/Q18789/Q855133/Q244078/Q888536	ペリカン目/サギ科/Botaurinae/Ixobrychus/ヨシゴイ	Pelecaniformes/Ardeidae/Botaurinae/Ixobrychus/Yellow Bittern	order/family///species
data01/kosame_130514_nasushio_hirano.0001.wav	kosamebitaki	Q790623	Muscicapa latirostris	コサメビタキ	Q1088541/Q790623	Q1088541/コサメビタキ	Muscicapa latirostris	Unknown/species
data01/hakusekirei_100316_utsunomiya.0006.wav	hakusekirei	Q2897097	Motacilla alba lugens	ハクセキレイ	Q25399/Q2897097	Q25399/ハクセキレイ	Motacilla alba lugens	Unknown/subspecies
data01/jobitaki_071107_watarase_hirano.0007.wav	jyoubitaki							
data01/misago_1008_aichi_kuroda.0009.wav	misago	Q25332	Osprey	ミサゴ	'/Q20645445/Q15718604/Q19595747/Q21736/Q28240/Q3893145/Q25332'			
data01/himeama_140614_fuji_mju.0000.wav	himeama							
data01/kakesu_080413_utsunomiya_hirano.0001.wav	kakesu							
data01/koshiakastubame_0809_hyogo_kaji.0000.wav	koshiakatsubame	Q27075446	Red-rumped Swallow	コシアカツバメ	Q39861/Q248398/Q27075446	ツバメ科/Cecropis/コシアカツバメ	Hirundinidae/Cecropis/Red-rumped Swallow	family//species
data01/ojirowashi_130215_nemuro_mju.0003.wav	ojirowashi	Q25438	White-tailed Sea Eagle	オジロワシ	Q25510/Q147403/Q25438	タカ科/ウミワシ/オジロワシ	Accipitridae/Haliaeetus/White-tailed Sea Eagle	family/genus/species
data01/kawarahiwa_110122_ikeshima_mju.0004.wav	kawarahiwa	Q27075786	Grey-capped Greenfinch	カワラヒワ	Q9189957/Q27075786	Chloris/カワラヒワ	Chloris/Grey-capped Greenfinch	/species
data01/nosuri_130402_aomori_kuroda.0002.wav	nosuri	Q1152577	Eastern Buzzard	ノスリ	Q25510/Q235152/Q1152577	タカ科/ノスリ属/ノスリ	Accipitridae/Buteo/Eastern Buzzard	family/genus/species
data01/uzura_090427_watarase_hirano.0000.wav	uzura	Q716869	Janpanese Quail	ウズラ	Q9304816/Q1869243/Q716869	Perdicinae/ウズラ属/ウズラ	Perdicinae/Coturnix/Janpanese Quail	/genus/species
data01/gojukarahina_140514_kyoto_kaji.0002.wav	gojyuukara							
data01/ikaru_0805_hyogo_kaji.0002.wav	ikaru	Q1052029	Japenese Grosbeak	イカル	Q25341/Q160835/Q667490/Q133463/Q1052029	スズメ目/アトリ科/ヒワ亜科/Eophona/イカル	Passeriformes/Fringillidae/Carduelinae/Eophona/Japenese Grosbeak	order/family/subfamily//species
data01/shijuukara_110429_utsunomiya_hirano.0004.wav	shijuukara							
data01/sijuukara2_0710_hyogo_kaji.0003.wav	shijuukara							
data01/kakesu_110429_utsunomiya_hirano.0005.wav	kakesu							
data01/akagera2_070516_mitake_mju.0001.wav	akagera	Q26209	Great Spotted Woodpecker	アカゲラ	'/Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q723059/Q26209'			
data01/sendaimushikui_0905_hyogo_kaji.0000.wav	sendaimushikui	Q2869566	Eastern Crowned Warbler	センダイムシクイ	Q194240/Q1929497/Q214627/Q2869566	スズメ亜目/メボソムシクイ科/Phylloscopus/センダイムシクイ	Passeri/Phylloscopidae/Phylloscopus/Eastern Crowned Warbler	suborder/family//species
data01/ishigakishiju_120423_ishigaki_moriya.0002.wav	ishigakishiju							
data01/umiaisa_130104_tatsuno_kuroda.0000.wav	umiaisa	Q189609	Red-breasted Merganser	ウミアイサ	Q27725/Q253789/Q189609	カモ亜科/アイサ属/ウミアイサ	Anatinae/Mergus/Red-breasted Merganser	subfamily/genus/species
data01/tsumi_090420_kokubunji_mju.0006.wav	tsumi	Q606755	Japanese Sparrowhawk	ツミ	Q940115/Q188737/Q606755	ハイタカ亜科/ハイタカ属/ツミ	Accipitrinae/Accipiter/Japanese Sparrowhawk	subfamily/genus/species
data01/binzui_080702_asyoro_kuroda.0004.wav	binzui	Q726873	Olive-backed Pipit	ビンズイ	Q205943/Q193807/Q726873	セキレイ科/ピピット/ビンズイ	Motacillidae/Anthus/Olive-backed Pipit	family/genus/species
data01/kogara_070523_nikko_mju.0000.wav	kogara							
data01/keri_120508b_himeji_kuroda.0002.wav	keri	Q1047787	Grey-headed Lapwing	ケリ	Q13426919/Q1047787	Vanellus/ケリ	Vanellus/Grey-headed Lapwing	/species
data01/keri_120508_himeji_kuroda.0006.wav	keri	Q1047787	Grey-headed Lapwing	ケリ	Q13426919/Q1047787	Vanellus/ケリ	Vanellus/Grey-headed Lapwing	/species
data01/jobitakic_160808_hyogo_kuroda.0013.wav	jyoubitaki							
data01/tageri_121116_hyogo_kuroda.0000.wav	tageri	Q25392	Northern Lapwing	タゲリ	Q289448/Q13426919/Q25392	lapwing/Vanellus/タゲリ	lapwing/Vanellus/Northern Lapwing	//species
data01/ezosen_130603_muroran_kuros.0002.wav	ezosen							
data01/omashiko_121203_tottori_kuroda.0001.wav	omashiko							
data01/jyoubitaki_121112_utsunomiya_hirano.0000.wav	jyoubitaki							
data01/ooruri_0907_hyogo_kaji.0001.wav	ooruri	Q73477	Blue-and-white Flycatcher	オオルリ	Q15111715/Q73477	Q15111715/オオルリ	Blue-and-white Flycatcher	Unknown/species
data01/kanmurikaitsu_120417ogawara_mikami.0004.wav	kanmurikaitsuburi	Q25422	Great Crested Grebe	カンムリカイツブリ	Q21695/Q1237815/Q25422	カイツブリ科/カンムリカイツブリ属/カンムリカイツブリ	Podicipedidae/Podiceps/Great Crested Grebe	family/genus/species
data01/ooban_111227_watarase_hirano.0005.wav	ooban	Q25376	Common Coot	オオバン	Q637533/Q25376	Fulica/オオバン	Fulica/Common Coot	/species
data01/nogoma_050624_hokkaidou_kaji.0004.wav	nogoma	Q27075678	Siberian Rubythroat	ノゴマ	Q16069825/Q27075678	Q16069825/ノゴマ	Siberian Rubythroat	Unknown/species
data01/oomushikui_110610_sapporo_namba.0003.wav	oomushikui	Q12265905	Kamchatka leaf warbler	オオムシクイ	Q194240/Q1929497/Q214627/Q12265905	スズメ亜目/メボソムシクイ科/Phylloscopus/オオムシクイ	Passeri/Phylloscopidae/Phylloscopus/Kamchatka leaf warbler	suborder/family//species
data01/oomushikui_110610_sapporo_namba.0014.wav	oomushikui	Q12265905	Kamchatka leaf warbler	オオムシクイ	Q194240/Q1929497/Q214627/Q12265905	スズメ亜目/メボソムシクイ科/Phylloscopus/オオムシクイ	Passeri/Phylloscopidae/Phylloscopus/Kamchatka leaf warbler	suborder/family//species
data01/konotori_140602_toyooka_kuroda.0001.wav	konotori							
data01/nobitaki2_070620_nagano_kaji.0000.wav	nobitaki	Q6739527	Stejneger's Stonechat	ノビタキ	Q906092/Q6739527	Q906092/ノビタキ	Stejneger's Stonechat	Unknown/species
data01/toki_150202_sado_mju.0001.wav	toki	Q493173	Crested Ibis	トキ	Q19338/Q162085/Q193833/Q14860497/Q493173	ペリカン目/トキ科/トキ亜科/Nipponia/トキ	Pelecaniformes/Ibises and Spoonbills/ibis/Nipponia/Crested Ibis	order/family/subfamily//species
data01/kosamebitaki_100606_nasusiobara.0000.wav	kosamebitaki	Q790623	Muscicapa latirostris	コサメビタキ	Q1088541/Q790623	Q1088541/コサメビタキ	Muscicapa latirostris	Unknown/species
data01/kibitaki_150610_sado_mju.0010.wav	kibitaki							
data01/kayakuguri_0811_hyogo_kaji.0015.wav	kayakuguri	Q524343	Japanese Accentor	カヤクグリ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q3709179/Q3924795/Q524343'			
data01/hagimashiko_160315_kochi_kuroda2.0000.wav	hagimashiko	Q739209	Asian Rosy Finch	ハギマシコ	Q25341/Q160835/Q667490/Q673853/Q739209	スズメ目/アトリ科/ヒワ亜科/Leucosticte/ハギマシコ	Passeriformes/Fringillidae/Carduelinae/Leucosticte/Asian Rosy Finch	order/family/subfamily//species
data01/kojukei2_060512_hino_mju.0003.wav	kojyukei							
data01/ojurin_091116_watarase_hirano.0002.wav	ojurin							
data01/kurotsugumi_060604_okutadami_mju.0000.wav	kurotsugumi							
data01/uso_100606_nigorigo_mju.0006.wav	uso	Q25382	Eurasian Bullfinch	ウソ	Q25341/Q160835/Q667490/Q843173/Q25382	スズメ目/アトリ科/ヒワ亜科/Pyrrhula/ウソ	Passeriformes/Fringillidae/Carduelinae/Pyrrhula/Eurasian Bullfinch	order/family/subfamily//species
data01/kuina_060801_watarase_hirano.0003.wav	kuina	Q3454180	Brown-cheeked Rail	クイナ	Q5113/Q19168/Q25557/Q26623/Q220705/Q3454180	鳥類/新顎類/ツル目/クイナ科/Rallus/クイナ	bird/Neognathae/Gruiformes/Rallidae/Rallus/Brown-cheeked Rail	class/subclass/order/family//species
data01/okonoha_130505_nikko_abe.0005.wav	okonoha							
data01/kohakucho_151129_kaga_mju.0006.wav	kohakucyou							
data01/suzume_120210_nemuro_mju.0001.wav	suzume							
data01/koshiakatsubame_1006_hyogo_kaji.0014.wav	koshiakatsubame	Q27075446	Red-rumped Swallow	コシアカツバメ	Q39861/Q248398/Q27075446	ツバメ科/Cecropis/コシアカツバメ	Hirundinidae/Cecropis/Red-rumped Swallow	family//species
data01/isohiyo_110419_hahajima_mju.0003.wav	isohiyodori	Q152144	Blue Rock Thrush	イソヒヨドリ	Q1050525/Q152144	Q1050525/イソヒヨドリ	Blue Rock Thrush	Unknown/species
data01/rsanshoukui_060315_okinawa_kaji.0017.wav	ryuukyuusanshoukui	Q3233109	Ryukyu Minivet	リュウキュウサンショウクイ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q732881/Q1082724/Q3233109'			
data01/shimaenaga_110228_tomamae_mju.0008.wav	shimaenaga							
data01/hashibuto_060429_kokubunji_mju.0000.wav	hashibutogarasu							
data01/kuina_071127_watarase_hirano.0005.wav	kuina	Q3454180	Brown-cheeked Rail	クイナ	Q5113/Q19168/Q25557/Q26623/Q220705/Q3454180	鳥類/新顎類/ツル目/クイナ科/Rallus/クイナ	bird/Neognathae/Gruiformes/Rallidae/Rallus/Brown-cheeked Rail	class/subclass/order/family//species
data01/kuina_071127_watarase_hirano.0009.wav	kuina	Q3454180	Brown-cheeked Rail	クイナ	Q5113/Q19168/Q25557/Q26623/Q220705/Q3454180	鳥類/新顎類/ツル目/クイナ科/Rallus/クイナ	bird/Neognathae/Gruiformes/Rallidae/Rallus/Brown-cheeked Rail	class/subclass/order/family//species
data01/kuina_110426_watarase_hirano.0002.wav	kuina	Q3454180	Brown-cheeked Rail	クイナ	Q5113/Q19168/Q25557/Q26623/Q220705/Q3454180	鳥類/新顎類/ツル目/クイナ科/Rallus/クイナ	bird/Neognathae/Gruiformes/Rallidae/Rallus/Brown-cheeked Rail	class/subclass/order/family//species
data01/akashobin_150611_kosado_mju.0000.wav	akashobin							
data01/isoshigi_060620_oketo_kaji.0001.wav	isoshigi	Q18850	Common Sandpiper	イソシギ	Q310859/Q18850	Actitis/イソシギ	Actitis/Common Sandpiper	/species
data01/shinorigamo_tomamae_130201_mju.0000.wav	shinorigamo	Q331179	Harlequin Duck	シノリガモ	Q631677/Q331179	アイサ亜科/シノリガモ	Merginae/Harlequin Duck	subfamily/species
data01/ikaru_1007_shimane_kuroda.0005.wav	ikaru	Q1052029	Japenese Grosbeak	イカル	Q25341/Q160835/Q667490/Q133463/Q1052029	スズメ目/アトリ科/ヒワ亜科/Eophona/イカル	Passeriformes/Fringillidae/Carduelinae/Eophona/Japenese Grosbeak	order/family/subfamily//species
data01/sendaimushikui_1005_hyogo_kaji.0007.wav	sendaimushikui	Q2869566	Eastern Crowned Warbler	センダイムシクイ	Q194240/Q1929497/Q214627/Q2869566	スズメ亜目/メボソムシクイ科/Phylloscopus/センダイムシクイ	Passeri/Phylloscopidae/Phylloscopus/Eastern Crowned Warbler	suborder/family//species
data01/tamashigi_070623_hyogo_kuroda.0006.wav	tamashigi	Q31617	Greater Painted Snipe	タマシギ	Q674094/Q31617	Rostratula/タマシギ	Rostratula/Greater Painted Snipe	/species
data01/akahara_10626_nikkou_hirano.0005.wav	akahara							
data01/yoshigoi_090805_watarase_hirano.0009.wav	yoshigoi	Q888536	Yellow Bittern	ヨシゴイ	Q19338/Q18789/Q855133/Q244078/Q888536	ペリカン目/サギ科/Botaurinae/Ixobrychus/ヨシゴイ	Pelecaniformes/Ardeidae/Botaurinae/Ixobrychus/Yellow Bittern	order/family///species
data01/ooruri_0905_hyogo_kaji.0002.wav	ooruri	Q73477	Blue-and-white Flycatcher	オオルリ	Q15111715/Q73477	Q15111715/オオルリ	Blue-and-white Flycatcher	Unknown/species
data01/sijuukara6_0803_hyogo_kaji.0012.wav	shijuukara							
data01/tsubame_1005_hyogo_kaji.0017.wav	tsubame	Q25429	Barn Swallow	ツバメ	Q39861/Q28135/Q25429	ツバメ科/Hirundo/ツバメ	Hirundinidae/Hirundo/Barn Swallow	family//species
data01/oseguro_20110201_tomamae_mju.0001.wav	oseguro							
data01/zugurokamome_121123_hyogo_kuroda.0001.wav	zugurokamome	Q1070365	Saunders’s Gull	ズグロカモメ	Q135851/Q1070365	Chroicocephalus/ズグロカモメ	Chroicocephalus/Saunders’s Gull	/species
data01/gojukara_110402_maruyama_namba.0004.wav	gojyuukara							
data01/yamadori_kosado_140529_mju.0002.wav	yamadori	Q731600	Copper Pheasant	ヤマドリ	Q863604/Q731600	ヤマドリ属/ヤマドリ	Syrmaticus/Copper Pheasant	genus/species
data01/seguroseki_090102_utsunomiya_hirano.0004.wav	segurosekirei	Q1071547	Japanese Wagtail	セグロセキレイ	Q25341/Q194240/Q764420/Q749521/Q205943/Q230042/Q1071547	スズメ目/スズメ亜目/スズメ小目/スズメ上科/セキレイ科/セキレイ/セグロセキレイ	Passeriformes/Passeri/Passerida/Passeroidea/Motacillidae/Motacilla/Japanese Wagtail	order/suborder/parvorder/superfamily/family/genus/species
data01/misosazai-c_091204_sano_hirano.0008.wav	misosazai	Q25740	Eurasian Wren	ミソサザイ	Q25341/Q208304/Q3888717/Q25740	スズメ目/ミソサザイ科/Troglodytes/ミソサザイ	Passeriformes/Troglodytidae/Troglodytes/Eurasian Wren	order/family//species
data01/takabu_140902_tatsuno_kuroda.0001.wav	takabu							
data01/kosamebitaki_100900_hyogo_kaji.0005.wav	kosamebitaki	Q790623	Muscicapa latirostris	コサメビタキ	Q1088541/Q790623	Q1088541/コサメビタキ	Muscicapa latirostris	Unknown/species
data01/meboso_060722_marunuma_hirano.0002.wav	mebosomushikui	Q720497	Arctic Warbler	メボソムシクイ	Q194240/Q1929497/Q214627/Q720497	スズメ亜目/メボソムシクイ科/Phylloscopus/メボソムシクイ	Passeri/Phylloscopidae/Phylloscopus/Arctic Warbler	suborder/family//species
data01/yamagara_0905_hyogo_kaji.0006.wav	yamagara	Q27075354	Varied Tit	ヤマガラ	Q3838110/Q27075354	Q3838110/ヤマガラ	Varied Tit	Unknown/species
data01/hayabusa_130519_date_kuros.0001.wav	hayabusa	Q30535	Peregrine Falcon	ハヤブサ	'/Q326483/Q25370/Q21744/Q754660/Q43489/Q30535'			
data01/kizi_100608_watarase.0008.wav	kiji	Q425900	Green Pheasant	キジ	Q974811/Q737426/Q425900	Phasianinae/キジ亜科/キジ	Phasianinae/Phasianus/Green Pheasant	/genus/species
data01/kikuitadaki_100529_nasushiobara.0000.wav	kikuitadaki	Q26657	Goldcrest	キクイタダキ	Q25341/Q14254250/Q208716/Q26657	スズメ目/Regulidae/キクイタダキ属/キクイタダキ	Passeriformes/Regulidae/Regulus/Goldcrest	order//genus/species
data01/hirenjaku_131211_tottori_kuroda.0006.wav	hirenjaku	Q697413	Japanese Waxwing	ヒレンジャク	Q25341/Q11897625/Q208940/Q697413	スズメ目/レンジャク科/レンジャク科/ヒレンジャク	Passeriformes/Bombycillidae/Bombycilla/Japanese Waxwing	order/family/genus/species
data01/komadori_060605_yaita_hirano.0001.wav	komadori	Q27075673	Japanese Robin	コマドリ	Q1193805/Q10784792/Q27075673	Q1193805/Larvivora/コマドリ	Larvivora/Japanese Robin	Unknown//species
data01/ezoraicho_080703_doto_kuroda.0008.wav	ezoraicho							
data01/kakesu_1103_hyogo_kaji.0009.wav	kakesu							
data01/komukudori_150525_muroran_kuros.0007.wav	komukudori	Q1586190	Chestnut-cheeked Starling	コムクドリ	Q25341/Q185237/Q3759722/Q1586190	スズメ目/ムクドリ科/Agropsar/コムクドリ	Passeriformes/Sturnidae/Agropsar/Chestnut-cheeked Starling	order/family//species
data01/goisagi_100420_watarase.0001.wav	goisagi	Q126216	Black-crowned Night Heron	ゴイサギ	Q133003/Q126216	Nycticorax/ゴイサギ	Nycticorax/Black-crowned Night Heron	/species
data01/yabusame_0709_hyogo_kaji.0001.wav	yabusame							
data01/yabusame_0709_hyogo_kaji.0008.wav	yabusame							
data01/yabusame_100508_yahaba_mikami.0002.wav	yabusame							
data01/ohakucho_100227_otawara_hirano.0006.wav	ohakucho							
data01/rsanshokui_120419_yambaru_moriya.0009.wav	ryuukyuusanshoukui	Q3233109	Ryukyu Minivet	リュウキュウサンショウクイ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q732881/Q1082724/Q3233109'			
data01/ooruri_0907_hyogo_kaji.0000.wav	ooruri	Q73477	Blue-and-white Flycatcher	オオルリ	Q15111715/Q73477	Q15111715/オオルリ	Blue-and-white Flycatcher	Unknown/species
data01/yamaakagaeru_200702_hyogo_kuroda.0003.wav	yamaakagaeru							
data01/aoji_080422_watarase_hirano.0000.wav	aoji	Q1190674	Black-faced Bunting	アオジ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q1190674'			
data01/enaga_0905_hyogo_kaji.0002.wav	enaga							
data01/uguisu_090318_hyogo_kaji.0004.wav	uguisu	Q27075456	Horornis diphone	ウグイス	Q25341/Q222432/Q9293884/Q27075456	スズメ目/ウグイス科/Horornis/ウグイス	Passeriformes/Cettiidae/Horornis/Horornis diphone	order/family//species
data01/konohazuku_hinoyama_0706_kuroda.0003.wav	konohazuku	Q171563	Eurasian Scops Owl	コノハズク	Q5881279/Q25222/Q26012/Q832329/Q171563	Strigimorphae/フクロウ目/フクロウ科/コノハズク属/コノハズク	Strigimorphae/Strigiformes/Strigidae/Otus/Eurasian Scops Owl	/order/family/genus/species
data01/konohazuku_hinoyama_0706_kuroda.0013.wav	konohazuku	Q171563	Eurasian Scops Owl	コノハズク	Q5881279/Q25222/Q26012/Q832329/Q171563	Strigimorphae/フクロウ目/フクロウ科/コノハズク属/コノハズク	Strigimorphae/Strigiformes/Strigidae/Otus/Eurasian Scops Owl	/order/family/genus/species
data01/kibashiri_110223_chichibu_mju.0000.wav	kibashiri	Q193593	Eurasian Treecreeper	キバシリ	Q205938/Q1991437/Q193593	キバシリ科/キバシリ属/キバシリ	treecreeper/Certhia/Eurasian Treecreeper	family/genus/species
data01/konotori_140602_toyooka_kuroda.0004.wav	konotori							
data01/tsumenagasekirei_050621_hokkaidou_kaji.0001.wav	tsumenagasekirei	Q25984	Western Yellow Wagtail	ツメナガセキレイ	Q25341/Q194240/Q764420/Q749521/Q205943/Q230042/Q25984	スズメ目/スズメ亜目/スズメ小目/スズメ上科/セキレイ科/セキレイ/ツメナガセキレイ	Passeriformes/Passeri/Passerida/Passeroidea/Motacillidae/Motacilla/Western Yellow Wagtail	order/suborder/parvorder/superfamily/family/genus/species
