audio_id	BirdJPBookDB__data_birdname	id
data01/kuina_071127_watarase_hirano.0005.wav	クイナ	Q3454180
data01/kuina_071127_watarase_hirano.0009.wav	クイナ	Q185099
data01/kuina_071127_watarase_hirano.0009.wav	クイナ	Q3454180
data01/kuina_110426_watarase_hirano.0002.wav	クイナ	Q185099
data01/kuina_110426_watarase_hirano.0002.wav	クイナ	Q3454180
data01/isoshigi_060620_oketo_kaji.0001.wav	イソシギ	Q18850
data01/shinorigamo_tomamae_130201_mju.0000.wav	シノリガモ	Q331179
data01/ikaru_1007_shimane_kuroda.0005.wav	イカル	Q1052029
data01/sendaimushikui_1005_hyogo_kaji.0007.wav	センダイムシクイ	Q2869566
data01/tamashigi_070623_hyogo_kuroda.0006.wav	タマシギ	Q31617
data01/akahara_10626_nikkou_hirano.0005.wav	アカハラ	Q1589003
data01/yoshigoi_090805_watarase_hirano.0009.wav	ヨシゴイ	Q888536
data01/ooruri_0905_hyogo_kaji.0002.wav	オオルリ	Q73477
data01/sijuukara6_0803_hyogo_kaji.0012.wav	シジュウカラ	Q177798
data01/tsubame_1005_hyogo_kaji.0017.wav	ツバメ	Q25429
data01/zugurokamome_121123_hyogo_kuroda.0001.wav	ズグロカモメ	Q1070365
data01/gojukara_110402_maruyama_namba.0004.wav	ゴジュウカラ	Q156767
data01/yamadori_kosado_140529_mju.0002.wav	ヤマドリ	Q731600
data01/seguroseki_090102_utsunomiya_hirano.0004.wav	セグロセキレイ	Q1071547
data01/misosazai-c_091204_sano_hirano.0008.wav	ミソサザイ	Q25740
data01/kosamebitaki_100900_hyogo_kaji.0005.wav	コサメビタキ	Q27075642
data01/kosamebitaki_100900_hyogo_kaji.0005.wav	コサメビタキ	Q790623
data01/meboso_060722_marunuma_hirano.0002.wav	メボソムシクイ	Q12265907
data01/meboso_060722_marunuma_hirano.0002.wav	メボソムシクイ	Q720497
data01/yamagara_0905_hyogo_kaji.0006.wav	ヤマガラ	Q27075354
data01/hayabusa_130519_date_kuros.0001.wav	ハヤブサ	Q30535
data01/kizi_100608_watarase.0008.wav	キジ	Q425900
data01/kikuitadaki_100529_nasushiobara.0000.wav	キクイタダキ	Q26657
data01/hirenjaku_131211_tottori_kuroda.0006.wav	ヒレンジャク	Q697413
data01/komadori_060605_yaita_hirano.0001.wav	コマドリ	Q27075673
data01/kakesu_1103_hyogo_kaji.0009.wav	カケス	Q25354
data01/komukudori_150525_muroran_kuros.0007.wav	コムクドリ	Q1586190
data01/goisagi_100420_watarase.0001.wav	ゴイサギ	Q126216
data01/yabusame_0709_hyogo_kaji.0001.wav	ヤブサメ	Q2669165
data01/yabusame_0709_hyogo_kaji.0008.wav	ヤブサメ	Q2669165
data01/yabusame_100508_yahaba_mikami.0002.wav	ヤブサメ	Q2669165
data01/rsanshokui_120419_yambaru_moriya.0009.wav	リュウキュウサンショウクイ	Q3233109
data01/rsanshokui_120419_yambaru_moriya.0009.wav	リュウキュウサンショウクイ	Q1590357
data01/ooruri_0907_hyogo_kaji.0000.wav	オオルリ	Q73477
data01/aoji_080422_watarase_hirano.0000.wav	アオジ	Q1190674
data01/enaga_0905_hyogo_kaji.0002.wav	エナガ	Q170831
data01/uguisu_090318_hyogo_kaji.0004.wav	ウグイス	Q27075456
data01/konohazuku_hinoyama_0706_kuroda.0003.wav	コノハズク	Q171563
data01/konohazuku_hinoyama_0706_kuroda.0003.wav	コノハズク	Q1260390
data01/konohazuku_hinoyama_0706_kuroda.0013.wav	コノハズク	Q171563
data01/konohazuku_hinoyama_0706_kuroda.0013.wav	コノハズク	Q1260390
data01/kibashiri_110223_chichibu_mju.0000.wav	キバシリ	Q193593
data01/tsumenagasekirei_050621_hokkaidou_kaji.0001.wav	ツメナガセキレイ	Q25984
data01/tobi_110308_watarase_hirano.0001.wav	トビ	Q80362
data01/mosukemiso_160701_miyake_kuroda.0003.wav	モスケミソサザイ	Q25740
data01/ruribitaki_110624_fuji_mju.0003.wav	ルリビタキ	Q129219
data01/shijukara_100223_sado_mju.0007.wav	シジュウカラ	Q177798
data01/higara_110313_utsunomiya_hirano.0004.wav	ヒガラ	Q191096
data01/mifuuzura_130519_kiyamu_oshiro.0000.wav	ミフウズラ	Q1262057
data01/kurotsugumi_060604_okutadami_mju.0002.wav	クロツグミ	Q2720710
data01/kumataka120303_ishikawa_kuroda.0001.wav	クマタカ	Q1262185
data01/uso_100606_nigorigo_mju.0005.wav	ウソ	Q25382
data01/sijuukara5_0803_hyogo_kaji.0014.wav	シジュウカラ	Q177798
data01/kohakucho_151129_kaga_mju.0002.wav	コハクチョウ	Q26603
data01/sijuukara3_0802_hyogo_kaji.0005.wav	シジュウカラ	Q177798
data01/hikuina_090511_watarase_hirano.0007.wav	ヒクイナ	Q1076585
data01/mozu_081014_watarase_hirano.0011.wav	モズ	Q804145
data01/kogera_0906_hyogo_kaji.0007.wav	コゲラ	Q27074882
data01/rurikakesu_0903_amami_ishida.0000.wav	ルリカケス	Q715227
data01/yotaka_150629_nikko_abe.0010.wav	ヨタカ	Q1440261
data01/akamozu_160522_nagano_hara.0008.wav	アカモズ	Q790616
data01/enaga_040429_kokubunji_mju.0012.wav	エナガ	Q170831
data01/isuka_120327_shimokita_mikami.0000.wav	イスカ	Q26552
data01/kizi_101209_watarase_hirano.0003.wav	キジ	Q425900
data01/ikaru_0905_hyogo_kaji.0001.wav	イカル	Q1052029
data01/ikaru_0905_hyogo_kaji.0013.wav	イカル	Q1052029
data01/meguro_110417_hahajima_mju.0001.wav	メグロ	Q253644
data01/meguro_110417_hahajima_mju.0004.wav	メグロ	Q253644
data01/jobitaki_140523_hyogo_kuroda.0000.wav	ジョウビタキ	Q616456
data01/miyakodori_130405_sanbanse_moriya.0001.wav	ミヤコドリ	Q25928
data01/kisekirei_160601_chichibu_mju.0003.wav	キセキレイ	Q201316
data01/ruribitaki_060722_marunuma_hirano.0000.wav	ルリビタキ	Q129219
data01/shime_150428_utsunomiya_hirano.0003.wav	シメ	Q174088
data01/onaga_070411_kokubunji_mju.0005.wav	オナガ	Q503807
data01/kurotsugumi_150423_nara_kuroda.0000.wav	クロツグミ	Q2720710
data01/kuina_081104_watarase_hirano.0002.wav	クイナ	Q185099
data01/kuina_081104_watarase_hirano.0002.wav	クイナ	Q3454180
data01/kibitaki2_0904_hyogo_kaji.0003.wav	キビタキ	Q1367236
data01/sijuukara1_060311_okinawa_kaji.0006.wav	シジュウカラ	Q177798
data01/sijuukara1_060311_okinawa_kaji.0012.wav	シジュウカラ	Q177798
data01/isohiyo_140602_nara_mju.0013.wav	イソヒヨドリ	Q152144
data01/tsurushigi_110929_hyogo_kuroda.0002.wav	ツルシギ	Q28103
data01/tsumi_080412_utsunomiya_hirano.0001.wav	ツミ	Q606755
data01/akahara_100420_watarase.0002.wav	アカハラ	Q1589003
data01/karugamo_0910_hyogo_kaji.0004.wav	カルガモ	Q839542
data01/karugamo_0910_hyogo_kaji.0004.wav	カルガモ	Q1268169
data01/samebitaki_080704_doto_kuroda.0005.wav	サメビタキ	Q73578
data01/yotaka-ueta-nigata060603.0026.wav	ヨタカ	Q1440261
data01/kaistuburi_1001_hyogo_kaji.0015.wav	カイツブリ	Q25421
data01/onagagamo1_0801_hyogo_kaji.0000.wav	オナガガモ	Q25450
data01/akahige_090721_tokara_seki.0006.wav	アカヒゲ	Q27075672
data01/koshiakastubame_0809_hyogo_kaji.0003.wav	コシアカツバメ	Q27075446
data01/tsubame_1005_hyogo_kaji.0004.wav	ツバメ	Q25429
data01/sijuukara4_0803_hyogo_kaji.0010.wav	シジュウカラ	Q177798
data01/kumagera_060621_hokkaidou_kaji.0000.wav	クマゲラ	Q143284
data01/kiashishigi_120503_tatsuno_kuroda.0001.wav	キアシシギ	Q1272062
data01/kiashishigi_120503_tatsuno_kuroda.0001.wav	キアシシギ	Q11848755
data01/mizogoi_160430_mogusa_koyama.0004.wav	ミゾゴイ	Q763116
data01/hiyodori_110724_kokubunji_mju.0007.wav	ヒヨドリ	Q10770477
data01/kaojirogabicho_20140410_watarase_hirano.0003.wav	カオジロガビチョウ	Q3315640
data01/kaojirogabicho_20140410_watarase_hirano.0003.wav	カオジロガビチョウ	Q1589896
data01/kawagarasu_131015_nikko_hirano.0006.wav	カワガラス	Q1034960
data01/ezomushikui_110518_chichibu_mju.0020.wav	エゾムシクイ	Q2669182
data01/isohiyodori_0606_hyogo_kaji.0002.wav	イソヒヨドリ	Q152144
data01/benihiwa_140121_nemuro_mju.0003.wav	ベニヒワ	Q20754771
data01/umiu_130619_muroran_kros.0003.wav	ウミウ	Q727214
data01/hototogisu-ueta-tokyo060610.0004.wav	ホトトギス	Q495144
data01/hototogisu-ueta-tokyo060610.0009.wav	ホトトギス	Q495144
data01/koyoshikiri_060704_watarase_hirano.0000.wav	コヨシキリ	Q1200757
data01/higara_110319_sapporo_namba.0000.wav	ヒガラ	Q191096
data01/jobitakic_160808_hyogo_kuroda.0009.wav	ジョウビタキ	Q616456
data01/tsutsudori_060623_hokkaidou_kaji.0014.wav	ツツドリ	Q1266506
data01/tsutsudori_060623_hokkaidou_kaji.0014.wav	ツツドリ	Q1075576
data01/uguisu_090318_hyogo_kaji.0002.wav	ウグイス	Q27075456
data01/miyamahoojiro_0904_hyogo_kaji.0002.wav	ミヤマホオジロ	Q1193779
data01/akagera1_090619_osado_mju.0001.wav	アカゲラ	Q26209
data01/nobitaki2_070620_nagano_kaji.0023.wav	ノビタキ	Q6739527
data01/nobitaki2_070620_nagano_kaji.0023.wav	ノビタキ	Q1315689
data01/chigomozu_160520_yamagata_hara.0005.wav	チゴモズ	Q601672
data01/aobato_0905_hyogo_kaji.0000.wav	アオバト	Q997448
data01/kurotsugumi_060604_okutadami_mju.0003.wav	クロツグミ	Q2720710
data01/kohakucho_151129_kaga_mju.0005.wav	コハクチョウ	Q26603
data01/toki3_150202_sado_mju.0005.wav	トキ	Q493173
data01/sashiba060722_ichikai_mju.0000.wav	サシバ	Q1270171
data01/kogera_0906_hyogo_kaji.0010.wav	コゲラ	Q27074882
data01/hiyodori_060511_kokubunji_mju.0000.wav	ヒヨドリ	Q10770477
data01/ikaru_0905_hyogo_kaji.0011.wav	イカル	Q1052029
data01/binzui_090519_kiso_mju.0001.wav	ビンズイ	Q726873
data01/koyoshikiri_090722_watarase_hirano.0001.wav	コヨシキリ	Q1200757
data01/kojyukei_120704_sano_hirano.0000.wav	コジュケイ	Q1074291
data01/isoshigi_110424_utsunomiya_hirano.0014.wav	イソシギ	Q18850
data01/sijuukara9_1006_hyogo_kaji.0011.wav	シジュウカラ	Q177798
data01/kisekirei_101209_watarase_hirano.0002.wav	キセキレイ	Q201316
data01/isuka_110407_sapporo_namba.0009.wav	イスカ	Q26552
data01/kumagera_110326b_tomakomai_namba.0005.wav	クマゲラ	Q143284
data01/komukudori_100610_nikkou.0001.wav	コムクドリ	Q1586190
data01/mifuuzuraf_130519_kiyamu_oshiro.0010.wav	ミフウズラ	Q1262057
data01/komadori_0804_hyogo_kaji.0003.wav	コマドリ	Q27075673
data01/sijuukara4_0803_hyogo_kaji.0005.wav	シジュウカラ	Q177798
data01/sirohara_1102_hyogo_kaji.0001.wav	シロハラ	Q1589031
data01/mejiro_0703_hyogo_kaji.0006.wav	メジロ	Q700028
data01/kikuitadaki_121109_kitakyu_mju.0004.wav	キクイタダキ	Q26657
data01/gojukara_110402_maruyama_namba.0010.wav	ゴジュウカラ	Q156767
data01/yamadori_kosado_140529_mju.0000.wav	ヤマドリ	Q731600
data01/kuroji_130423_utsunomiya_hirano.0001.wav	クロジ	Q1586258
data01/nogoma_091013_watarase_hirano.0003.wav	ノゴマ	Q27075678
data01/isohiyodori_0606_hyogo_kaji.0000.wav	イソヒヨドリ	Q152144
data01/sendaimushikui_0905_hyogo_kaji.0002.wav	センダイムシクイ	Q2869566
data01/umiu_130619_muroran_kros.0004.wav	ウミウ	Q727214
data01/meguro_110416_hahajima_mju.0014.wav	メグロ	Q253644
data01/meboso_060722_marunuma_hirano.0001.wav	メボソムシクイ	Q12265907
data01/meboso_060722_marunuma_hirano.0001.wav	メボソムシクイ	Q720497
data01/koaoashi_130428_saga_moriya.0008.wav	コアオアシシギ	Q28355
data01/ban_090424_watarase_hirano.0001.wav	バン	Q18847
data01/hirara_110327_Utsunomiya_hirano.0004.wav	ヒガラ	Q191096
data01/yamagara_0902_hyogo_kaji.0000.wav	ヤマガラ	Q27075354
data01/aoji_150402_kunitachi_mju.0005.wav	アオジ	Q1190674
data01/uguisu_0812_hyogo_kaji.0008.wav	ウグイス	Q27075456
data01/hashibutogara_110320_nopporo_namba.0000.wav	ハシブトガラ	Q207838
data01/komukudori_150525_muroran_kuros.0005.wav	コムクドリ	Q1586190
data01/ryuukyuukibitaki_060312_okinawa_kaji.0002.wav	リュウキュウキビタキ	Q1367236
data01/ryuukyuukibitaki_060312_okinawa_kaji.0006.wav	リュウキュウキビタキ	Q1367236
data01/kogera_120101_chichibu_mju.0002.wav	コゲラ	Q27074882
data01/kanmurikaitsu_120417ogawara_mikami.0000.wav	カンムリカイツブリ	Q25422
data01/ooban_111227_watarase_hirano.0007.wav	オオバン	Q25376
data01/kosamebitaki_100529_nasushiobara.0009.wav	コサメビタキ	Q27075642
data01/kosamebitaki_100529_nasushiobara.0009.wav	コサメビタキ	Q790623
data01/rkonohazuku_120423_ishigaki_moriya.0005.wav	リュウキュウコノハズク	Q716317
data01/kumataka120303_ishikawa_kuroda.0005.wav	クマタカ	Q1262185
data01/aogera_c_20091025_utsunomiya_hirano.0001.wav	アオゲラ	Q195518
data01/oojishigi1_070620_nagano_kaji.0004.wav	オオジシギ	Q941289
data01/kaitsuburi_070619_watarase.0002.wav	カイツブリ	Q25421
data01/kogara_121128_shinoyama_kaji.0008.wav	コガラ	Q215211
data01/gojukara_090509_shioya_hirano.0006.wav	ゴジュウカラ	Q156767
data01/ohyoshikiri_100617_watarase.0013.wav	オオヨシキリ	Q73456
data01/yamador_150530_sado_mju.0002.wav	ヤマドリ	Q731600
data01/higara_120111_chichibu_mju.0003.wav	ヒガラ	Q191096
data01/yotaka_150629_nikko_abe.0007.wav	ヨタカ	Q1440261
data01/yamagara_150203_sado_mju.0001.wav	ヤマガラ	Q27075354
data01/kiashi_140515_tatsuno_kuroda.0003.wav	キアシシギ	Q1272062
data01/kiashi_140515_tatsuno_kuroda.0003.wav	キアシシギ	Q11848755
data01/rsanshoukui_060315_okinawa_kaji.0014.wav	リュウキュウサンショウクイ	Q3233109
data01/rsanshoukui_060315_okinawa_kaji.0014.wav	リュウキュウサンショウクイ	Q1590357
data01/enaga_040429_kokubunji_mju.0017.wav	エナガ	Q170831
data01/kaistuburi_0906_hyogo_kaji.0003.wav	カイツブリ	Q25421
data01/hiyodori_110417_hahajima_mju.0003.wav	ヒヨドリ	Q10770477
data01/ikaru_0905_hyogo_kaji.0003.wav	イカル	Q1052029
data01/hirenjaku_101207_nasu_hirano.0000.wav	ヒレンジャク	Q697413
data01/nosuri_130407_aomori_kuroda.0011.wav	ノスリ	Q1152577
data01/yotaka_120614_nikko_abe.0000.wav	ヨタカ	Q1440261
data01/onaga_070411_kokubunji_mju.0003.wav	オナガ	Q503807
data01/kurotsugumi_150423_nara_kuroda.0003.wav	クロツグミ	Q2720710
data01/kuina_081104_watarase_hirano.0004.wav	クイナ	Q185099
data01/kuina_081104_watarase_hirano.0004.wav	クイナ	Q3454180
data01/kawau_121214_hyogo_kaji.0000.wav	カワウ	Q25440
data01/mifuuzuraf_130519_kiyamu_oshiro.0008.wav	ミフウズラ	Q1262057
data01/shime_0812_hyogo_kaji.0017.wav	シメ	Q174088
data01/aobato_140606_shiiba_mju.0007.wav	アオバト	Q997448
data01/jobitaki_071107_watarase_hirano.0002.wav	ジョウビタキ	Q616456
data01/kusashigi_071107_watarase_hirano.0000.wav	クサシギ	Q28450
data01/ikaru_0804_hyogo_kaji.0001.wav	イカル	Q1052029
data01/ikaru_0804_hyogo_kaji.0007.wav	イカル	Q1052029
data01/koshiakastubame_0809_hyogo_kaji.0008.wav	コシアカツバメ	Q27075446
data01/akakokko_160515_miyake_kuroda.0005.wav	アカコッコ	Q2587219
data01/mebosomushikui2_1005_hyogo_kaji.0002.wav	メボソムシクイ	Q12265907
data01/mebosomushikui2_1005_hyogo_kaji.0002.wav	メボソムシクイ	Q720497
data01/mebosomushikui2_1005_hyogo_kaji.0012.wav	メボソムシクイ	Q12265907
data01/mebosomushikui2_1005_hyogo_kaji.0012.wav	メボソムシクイ	Q720497
data01/kochidori_140514_tasuno_kuroda.0002.wav	コチドリ	Q18851
data01/shirohara_1002_hyogo_kaji.0008.wav	シロハラ	Q1589031
data01/onagagamo2_0801_hyogo_kaji.0007.wav	オナガガモ	Q25450
data01/mujisekka_160317_watarase_hirano.0006.wav	ムジセッカ	Q368505
data01/atori_120111_chichibu_mju.0002.wav	アトリ	Q188877
data01/mejiro_0910_hyogo_kaji.0002.wav	メジロ	Q700028
data01/ruribitaki_0811_hyogo_kaji.0008.wav	ルリビタキ	Q129219
data01/seguroseki_090102_utsunomiya_hirano.0008.wav	セグロセキレイ	Q1071547
data01/butogara_111021_asahikawa_mju.0003.wav	ハシブトガラ	Q207838
data01/isohiyodori_0606_hyogo_kaji.0005.wav	イソヒヨドリ	Q152144
data01/toki_14122406_sadonegura_mju.0001.wav	トキ	Q493173
data01/higara_okayama_160518_kaji.0005.wav	ヒガラ	Q191096
data01/sanshoukui_0905_hyogo_kaji.0006.wav	サンショウクイ	Q1590357
data01/kumataka_140211_tottori_kuroda.0003.wav	クマタカ	Q1262185
data01/koaoashi_130428_saga_moriya.0007.wav	コアオアシシギ	Q28355
data01/kiashishigi_130829_hyogo_kuroda.0006.wav	キアシシギ	Q1272062
data01/kiashishigi_130829_hyogo_kuroda.0006.wav	キアシシギ	Q11848755
data01/uguisu_0812_hyogo_kaji.0022.wav	ウグイス	Q27075456
data01/hirenjaku_131211_tottori_kuroda.0002.wav	ヒレンジャク	Q697413
data01/suzume_100525_utsunomiya.0003.wav	スズメ	Q25968
data01/kaojirogabityou_120406_watarase_hirano.0007.wav	カオジロガビチョウ	Q3315640
data01/kaojirogabityou_120406_watarase_hirano.0007.wav	カオジロガビチョウ	Q1589896
data01/sekka_090805_watarase_hirano.0001.wav	セッカ	Q210791
data01/hiyodori_110323_sapporo_namba.0000.wav	ヒヨドリ	Q10770477
data01/enaga_0905_hyogo_kaji.0000.wav	エナガ	Q170831
data01/konohazuku_hinoyama_0706_kuroda.0019.wav	コノハズク	Q171563
data01/konohazuku_hinoyama_0706_kuroda.0019.wav	コノハズク	Q1260390
data01/oomushikui_110610_sapporo_namba.0008.wav	オオムシクイ	Q12265905
data01/kawarahiwa_130623_date_kros.0002.wav	カワラヒワ	Q27075786
data01/kawarahiwa_100624_utsunomiya.0015.wav	カワラヒワ	Q27075786
data01/toki_150202_sado_mju.0006.wav	トキ	Q493173
data01/kurotsugumi_0804_hyogo_kaji.0000.wav	クロツグミ	Q2720710
data01/miyamagarasu_071130_izumi_kaji.0001.wav	ミヤマガラス	Q25386
data01/akahara_110610_nikko_hirano.0011.wav	アカハラ	Q1589003
data01/higara_110313_utsunomiya_hirano.0002.wav	ヒガラ	Q191096
data01/higara_110313_utsunomiya_hirano.0011.wav	ヒガラ	Q191096
data01/kayakuguri_100528_norikura_hotta.0004.wav	カヤクグリ	Q524343
data01/tumiyoutyou_100716_utsunomiya.0005.wav	ツミ	Q606755
data01/sijuukara5_0803_hyogo_kaji.0006.wav	シジュウカラ	Q177798
data01/ohyoshikiri_100617_watarase.0006.wav	オオヨシキリ	Q73456
data01/ruribitaki_0902_hyogo_kaji.0021.wav	ルリビタキ	Q129219
data01/shijukara_070324_kunitachi_mju.0003.wav	シジュウカラ	Q177798
data01/suzume_120210_nemuro_mju.0007.wav	スズメ	Q25968
data01/kojyurin_100202_utsunomiya_hirano.0005.wav	コジュリン	Q1589261
data01/akamozu_160522_nagano_hara.0000.wav	アカモズ	Q790616
data01/akamozu_160522_nagano_hara.0001.wav	アカモズ	Q790616
