	audio_file_path	romaji_name	id	en_name	ja_name	path	ja_path_name	en_path_name	path_taxon_rank_name
228	data01/miyamahoojiro_0904_hyogo_kaji.0002.wav	miyamahoojiro	Q1193779	Yellow-throated Bunting	ミヤマホオジロ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q1193779'			
229	data01/akagera1_090619_osado_mju.0001.wav	akagera	Q26209	Great Spotted Woodpecker	アカゲラ	'/Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q723059/Q26209'			
233	data01/kurotsugumi_060604_okutadami_mju.0003.wav	kurotsugumi							
234	data01/kohakucho_151129_kaga_mju.0005.wav	kohakucyou							
236	data01/sashiba060722_ichikai_mju.0000.wav	sashiba	Q1270171	Grey-faced Buzzard	サシバ	'/Q20645445/Q15718604/Q19595747/Q21736/Q25510/Q852334/Q1270171'			
237	data01/kogera_0906_hyogo_kaji.0010.wav	kogera	Q27074882	Yungipicus kizuki	コゲラ	'/Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q21596781/Q1466322/Q27074882'			
238	data01/ochu_150524_tsushima_mju.0014.wav	ochu							
242	data01/koyoshikiri_090722_watarase_hirano.0001.wav	koyoshikiri	Q1200757	Black-browed Reed Warbler	コヨシキリ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q366974/Q637716/Q1200757'			
243	data01/tanekoma_160516_miyake_kuroda.0000.wav	tanekoma							
244	data01/kojyukei_120704_sano_hirano.0000.wav	kojyukei							
246	data01/sijuukara9_1006_hyogo_kaji.0011.wav	shijuukara							
247	data01/kisekirei_101209_watarase_hirano.0002.wav	kisekirei							
249	data01/kumagera_110326b_tomakomai_namba.0005.wav	kumagera	Q143284	Black Woodpecker	クマゲラ	'/Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q132916/Q143284'			
253	data01/sijuukara4_0803_hyogo_kaji.0005.wav	shijuukara							
254	data01/sirohara_1102_hyogo_kaji.0001.wav	shirohara							
257	data01/gojukara_110402_maruyama_namba.0010.wav	gojyuukara							
259	data01/ezoraicho2_160420_furano_cf.0004.wav	ezoraicho							
260	data01/kuroji_130423_utsunomiya_hirano.0001.wav	kuroji	Q1586258	Gray Bunting	クロジ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q1586258'			
269	data01/hirara_110327_Utsunomiya_hirano.0004.wav	higara							
271	data01/aoji_150402_kunitachi_mju.0005.wav	aoji	Q1190674	Black-faced Bunting	アオジ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q1190674'			
273	data01/hashibutogara_110320_nopporo_namba.0000.wav	hashibutogara							
274	data01/ezoraicho_080703_doto_kuroda.0006.wav	ezoraicho							
276	data01/ryuukyuukibitaki_060312_okinawa_kaji.0002.wav	ryuukyuukibitaki							
277	data01/ryuukyuukibitaki_060312_okinawa_kaji.0006.wav	ryuukyuukibitaki							
278	data01/rtsubame_120419_yona_moriya.0005.wav	rtsubame							
279	data01/kogera_120101_chichibu_mju.0002.wav	kogera	Q27074882	Yungipicus kizuki	コゲラ	'/Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q21596781/Q1466322/Q27074882'			
280	data01/hiyodorihina_140607_hyogo_kaji.0004.wav	hiyodorihina							
283	data01/yamaakagaeru_200702_hyogo_kuroda.0010.wav	yamaakagaeru							
286	data01/honsei_100503_kunitachi_mju.0008.wav	honsei							
288	data01/aogera_c_20091025_utsunomiya_hirano.0001.wav	aogera	Q195518	Japanese Green Woodpecker	アオゲラ	'/Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q310935/Q195518'			
289	data01/oojishigi1_070620_nagano_kaji.0004.wav	oojishigi	Q941289	Latham’s Snipe	オオジシギ	'/Q27732132/Q25978/Q26626/Q786045/Q941289'			
291	data01/kogara_121128_shinoyama_kaji.0008.wav	kogara							
292	data01/okonoha_130505_nikko_abe.0000.wav	okonoha							
293	data01/gojukara_090509_shioya_hirano.0006.wav	gojyuukara							
294	data01/ohyoshikiri_100617_watarase.0013.wav	ooyoshikiri	Q73456	Oriental Reed Warbler	オオヨシキリ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q366974/Q637716/Q73456'			
296	data01/higara_120111_chichibu_mju.0003.wav	higara							
300	data01/himeama2_150510_naganuma_mju.0006.wav	himeama							
301	data01/rsanshoukui_060315_okinawa_kaji.0014.wav	ryuukyuusanshoukui	Q3233109	Ryukyu Minivet	リュウキュウサンショウクイ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q732881/Q1082724/Q3233109'			
302	data01/moriaogaeru_100618_sado_mju.0007.wav	moriaogaeru							
303	data01/enaga_040429_kokubunji_mju.0017.wav	enaga							
309	data01/akashobin_150611_kosado_mju.0001.wav	akashobin							
311	data01/onaga_070411_kokubunji_mju.0003.wav	onaga							
312	data01/kurotsugumi_150423_nara_kuroda.0003.wav	kurotsugumi							
314	data01/shimafukuro_160216_nemuro_mju.0000.wav	shimafukuro							
315	data01/shimafukuro_160216_nemuro_mju.0001.wav	shimafukuro							
316	data01/iijima_160516_miyake_kuroda.0002.wav	iijima							
318	data01/takabu_130428_saga_moriya.0003.wav	takabu							
320	data01/himeama_150510_naganuma_mju.0003.wav	himeama							
323	data01/jobitaki_071107_watarase_hirano.0002.wav	jyoubitaki							
328	data01/akakokko_160515_miyake_kuroda.0005.wav	akakokko							
331	data01/hakkacho_120514c_himeji_kuroda.0005.wav	hakkacho							
333	data01/shirohara_1002_hyogo_kaji.0008.wav	shirohara							
338	data01/kakko060602_kokubunji_mju.0000.wav	kakko							
341	data01/butogara_111021_asahikawa_mju.0003.wav	hashibutogara							
342	data01/ochu2_150524_tsushima_mju.0014.wav	ochu							
345	data01/higara_okayama_160518_kaji.0005.wav	higara							
346	data01/sanshoukui_0905_hyogo_kaji.0006.wav	sanshoukui	Q1590357	Ashy Minivet	サンショウクイ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q732881/Q1082724/Q1590357'			
352	data01/suzume_100525_utsunomiya.0003.wav	suzume							
353	data01/kaojirogabityou_120406_watarase_hirano.0007.wav	kaojirogabityou							
354	data01/iijimac_160515_miyake_kuroda.0009.wav	iijima							
356	data01/kimayu_151014_fukuoka_kuroda.0004.wav	kimayu							
358	data01/enaga_0905_hyogo_kaji.0000.wav	enaga							
362	data01/soushicho_0906_hyogo_kaji.0002.wav	soushicho							
364	data01/fukuro_140510_nikko_abe.0001.wav	fukuro							
366	data01/kurotsugumi_0804_hyogo_kaji.0000.wav	kurotsugumi							
367	data01/miyamagarasu_071130_izumi_kaji.0001.wav	miyamagarasu							
368	data01/akahara_110610_nikko_hirano.0011.wav	akahara							
369	data01/higara_110313_utsunomiya_hirano.0002.wav	higara							
370	data01/higara_110313_utsunomiya_hirano.0011.wav	higara							
371	data01/kayakuguri_100528_norikura_hotta.0004.wav	kayakuguri	Q524343	Japanese Accentor	カヤクグリ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q3709179/Q3924795/Q524343'			
373	data01/sijuukara5_0803_hyogo_kaji.0006.wav	shijuukara							
374	data01/ohyoshikiri_100617_watarase.0006.wav	ooyoshikiri	Q73456	Oriental Reed Warbler	オオヨシキリ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q366974/Q637716/Q73456'			
376	data01/shijukara_070324_kunitachi_mju.0003.wav	shijuukara							
377	data01/suzume_120210_nemuro_mju.0007.wav	suzume							
378	data01/kojyurin_100202_utsunomiya_hirano.0005.wav	kojyurin							
382	data01/kibitaki1_0904_hyogo_kaji.0006.wav	kibitaki							
383	data01/kayakuguri_100529_norikura_hotta.0008.wav	kayakuguri	Q524343	Japanese Accentor	カヤクグリ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q3709179/Q3924795/Q524343'			
384	data01/omizunagi_120801_fukuoka_mju.0005.wav	omizunagi							
388	data01/akahara_100420_watarase.0003.wav	akahara							
389	data01/okonoha_110518_nikko_abe.0002.wav	okonoha							
390	data01/akahara_10626_nikkou_hirano.0006.wav	akahara							
391	data01/mamichajinai2_0605_hyogo_kaji.0010.wav	mamichajinai							
395	data01/kawasemi_160529_oyama_hirano.0000.wav	kawasemi	Q79915	Common Kingfisher	カワセミ	'/Q19596468/Q19596314/Q19598622/Q484131/Q45018/Q8154335/Q583551/Q79915'			
396	data01/mamichajinai_121013_utsunomiya_hirano.0000.wav	mamichajinai							
398	data01/sijuukara6_0803_hyogo_kaji.0001.wav	shijuukara							
400	data01/soshicho_c_070331_kokubunji_mju.0000.wav	soushicho							
401	data01/shirohara_1002_hyogo_kaji.0012.wav	shirohara							
402	data01/shirohara_1002_hyogo_kaji.0017.wav	shirohara							
406	data01/hikigaeru_110313_kokubunji_mju.0004.wav	hikigaeru							
410	data01/ochu2_150524_tsushima_mju.0010.wav	ochu							
411	data01/takabu_140902_tatsuno_kuroda.0000.wav	takabu							
414	data01/sijuukara8_0903_hyogo_kaji.0003.wav	shijuukara							
418	data01/mamijiro_070522_kanuma_hirano.0007.wav	mamijiro							
422	data01/jobitakic_160808_hyogo_kuroda.0017.wav	jyoubitaki							
426	data01/ryuukyuuakashoubin_050409_okinawa_kaji.0010.wav	ryuukyuuakashoubin							
428	data01/fukuro_070514_tanzawa_mju.0002.wav	fukuro							
432	data01/shijuukara_0806_hyogo_kaji.0015.wav	shijuukara							
436	data01/kayakuguri_0811_hyogo_kaji.0017.wav	kayakuguri	Q524343	Japanese Accentor	カヤクグリ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q3709179/Q3924795/Q524343'			
437	data01/miyamahoojiro_0903_hyogo_kaji.0018.wav	miyamahoojiro	Q1193779	Yellow-throated Bunting	ミヤマホオジロ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q1193779'			
438	data01/kurotsugumi_060604_okutadami_mju.0007.wav	kurotsugumi							
445	data01/kajikagaeru_130618_nashushiobara.0000.wav	kajikagaeru							
446	data01/sijuukara3_0802_hyogo_kaji.0000.wav	shijuukara							
449	data01/saruhama_160910_himeji_kuroda.0002.wav	saruhama							
453	data01/toratsugumi_110416_hahajima_mju.0001.wav	toratsugumi							
454	data01/sashiba_140708_utsunomiya_hirano.0002.wav	sashiba	Q1270171	Grey-faced Buzzard	サシバ	'/Q20645445/Q15718604/Q19595747/Q21736/Q25510/Q852334/Q1270171'			
455	data01/oakagera_140619_kosado_mju.0001.wav	ooakagera	Q207290	White-backed Woodpecker	オオアカゲラ	'/Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q723059/Q207290'			
456	data01/kayakuguri_100529_norikura_hotta.0000.wav	kayakuguri	Q524343	Japanese Accentor	カヤクグリ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q3709179/Q3924795/Q524343'			
457	data01/kurotsugumi_150423_nara_kuroda.0013.wav	kurotsugumi							
458	data01/tsugumi_091110_nikko_hirano.0004.wav	tsugumi							
467	data01/himeama_150510_naganuma_mju.0002.wav	himeama							
471	data01/mamichajinai2_0605_hyogo_kaji.0000.wav	mamichajinai							
472	data01/mamichajinai2_0605_hyogo_kaji.0003.wav	mamichajinai							
474	data01/gojyuukara_111206_nasu_hirano.0005.wav	gojyuukara							
480	data01/kakesu_080413_utsunomiya_hirano.0003.wav	kakesu							
482	data01/soshicho_c_070331_kokubunji_mju.0005.wav	soushicho							
485	data01/jobitaki_160808_hyogo_kuroda.0004.wav	jyoubitaki							
486	data01/nezumi_080409_tottori_kuroda.0006.wav	nezumi							
488	data01/kyojoshigi_110419_hahajima_mju.0015.wav	kyojoshigi							
492	data01/sanshoukui_0905_hyogo_kaji.0001.wav	sanshoukui	Q1590357	Ashy Minivet	サンショウクイ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q732881/Q1082724/Q1590357'			
494	data01/hirara_110327_Utsunomiya_hirano.0000.wav	higara							
495	data01/aoji_150402_kunitachi_mju.0010.wav	aoji	Q1190674	Black-faced Bunting	アオジ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q1190674'			
496	data01/hashibutogara_110320_nopporo_namba.0001.wav	hashibutogara							
498	data01/bosogarasu_081021_watarase_hirano.0000.wav	hashibosogarasu							
500	data01/rkibitaki_120423_ishigaki_moriya.0008.wav	ryuukyuukibitaki							
501	data01/kashiradaka_100410_utsunomiya.0001.wav	kashiradaka	Q286809	Rustic Bunting	カシラダカ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q286809'			
502	data01/enaga_1002_hyogo_kaji.0001.wav	enaga							
507	data01/jobitaki_150503_shiga.0000.wav	jyoubitaki							
510	data01/kurotsugumi_0804_hyogo_kaji.0012.wav	kurotsugumi							
511	data01/ginmuku_150326_cheju_mju.0004.wav	ginmuku							
512	data01/chushaku1_120430_tatsuno_kuroda.0000.wav	chushakushyigi							
517	data01/sijuukara5_0803_hyogo_kaji.0007.wav	shijuukara							
519	data01/ezobitaki1_1009_hyogo_kaji.0001.wav	ezobitaki							
521	data01/kajikagaeru_130618_nashushiobara.0003.wav	kajikagaeru							
522	data01/kuroji_c_080430_utsunomiya_hirano.0006.wav	kuroji	Q1586258	Gray Bunting	クロジ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q1586258'			
523	data01/sijuukara3_0802_hyogo_kaji.0004.wav	shijuukara							
526	data01/kogera_0906_hyogo_kaji.0008.wav	kogera	Q27074882	Yungipicus kizuki	コゲラ	'/Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q21596781/Q1466322/Q27074882'			
528	data01/kibitaki_130531_sasayama_kaji.0000.wav	kibitaki							
530	data01/osahashibuto_120423_ishigaki_moriya.0008.wav	osahashibuto							
531	data01/kurotsugumi_150423_nara_kuroda.0004.wav	kurotsugumi							
532	data01/iijima_160516_miyake_kuroda.0003.wav	iijima							
533	data01/hashibutogara_100511_tomakomai_mju.0001.wav	hashibutogara							
536	data01/akahara_10626_nikkou_hirano.0004.wav	akahara							
539	data01/mamichajinai2_0605_hyogo_kaji.0001.wav	mamichajinai							
541	data01/hakkacho_120514c_himeji_kuroda.0003.wav	hakkacho							
543	data01/tonen_130830hyogo_kuroda.0000.wav	tonen							
544	data01/higara_okayama_111027_kaji.0001.wav	higara							
546	data01/ochu2_150524_tsushima_mju.0001.wav	ochu							
547	data01/sijuukara2_0710_hyogo_kaji.0001.wav	shijuukara							
551	data01/kakesu_120210_nemuro_mju.0000.wav	kakesu							
554	data01/yabusame_0709_hyogo_kaji.0010.wav	yabusame							
557	data01/amerikakoaji_140718_hikawahama_nuka.0001.wav	amerikakoaji							
559	data01/kurotsugumi_0804_hyogo_kaji.0007.wav	kurotsugumi							
560	data01/nyunai_080614_nikko_hirano.0011.wav	nyuunaisuzume							
562	data01/hakkacho_120514b_himeji_kuroda.0002.wav	hakkacho							
563	data01/miyamagarasu_071130_izumi_kaji.0003.wav	miyamagarasu							
564	data01/shijukara_100223_sado_mju.0004.wav	shijuukara							
566	data01/higara_110313_utsunomiya_hirano.0000.wav	higara							
567	data01/ojurin_091116_watarase_hirano.0000.wav	ojurin							
568	data01/akahara_040527_kunitachi_mju.0007.wav	akahara							
569	data01/aogera2_070516_miyagase_mju.0001.wav	aogera	Q195518	Japanese Green Woodpecker	アオゲラ	'/Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q310935/Q195518'			
571	data01/tyuhi_100406_watarase.0000.wav	chuhi							
572	data01/jobitaki_140523_hyogo_kuroda.0002.wav	jyoubitaki							
575	data01/ezosen_090819_nemuro_mju.0003.wav	ezosen							
576	data01/akasho_9806_takara_anezaki.0001.wav	ryuukyuuakashoubin							
577	data01/tsugumi_091110_nikko_hirano.0000.wav	tsugumi							
578	data01/mosuke_160516_miyake_kuroda.0000.wav	mosukemisosazai							
579	data01/hakkacho_131122_tasuno_kuroda.0000.wav	hakkacho							
580	data01/tanekoma_160516_miyake_kuroda.0003.wav	tanekoma							
581	data01/omizunagi_120801_fukuoka_mju.0003.wav	omizunagi							
584	data01/kojurin_040614_tonegawa_kuroda.0002.wav	kojyurin							
588	data01/himeama_140614_fuji_mju.0004.wav	himeama							
589	data01/ojirobitaki_111204_utsunomiya_hirano.0007.wav	ojirobitaki							
591	data01/soshicho_c_070331_kokubunji_mju.0001.wav	soushicho							
592	data01/toratsugumi_070516_mitake_mju.0000.wav	toratsugumi							
593	data01/kakko060602_kokubunji_mju.0005.wav	kakko							
594	data01/ochu2_150524_tsushima_mju.0008.wav	ochu							
596	data01/nezumi_080409_tottori_kuroda.0001.wav	nezumi							
597	data01/kogara2_hyogo_090628_kaji.0001.wav	kogara							
601	data01/jobitaki_160808_hyogo_kuroda.0005.wav	jyoubitaki							
610	data01/yabusame_0804_hyogo_kaji.0002.wav	yabusame							
612	data01/mamichajinai_hyogo_111127_kaji.0007.wav	mamichajinai							
615	data01/kakesu_1103_hyogo_kaji.0000.wav	kakesu							
617	data01/yabusame_060526_tanzawa_mju.0000.wav	yabusame							
618	data01/kokumaru_130410_aomori_kuroda.0004.wav	kokumaru							
619	data01/rkibitaki_120423_ishigaki_moriya.0005.wav	ryuukyuukibitaki							
624	data01/shijuukara_0806_hyogo_kaji.0012.wav	shijuukara							
630	data01/nyunai_080614_nikko_hirano.0000.wav	nyuunaisuzume							
631	data01/ginmuku_150326_cheju_mju.0003.wav	ginmuku							
633	data01/kayakuguri_0811_hyogo_kaji.0005.wav	kayakuguri	Q524343	Japanese Accentor	カヤクグリ	'/Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q3709179/Q3924795/Q524343'			
636	data01/sijuukara5_0803_hyogo_kaji.0011.wav	shijuukara							
642	data01/kaogurogabi_130429_akikawa_miya.0003.wav	kaogurogabi							
643	data01/gabicho_040512_hino_mju.0002.wav	gabicho							
644	data01/gabicho_040512_hino_mju.0003.wav	gabicho							
645	data01/enaga_040429_kokubunji_mju.0004.wav	enaga							
646	data01/tyuhi_100406_watarase.0003.wav	chuhi							
