	audio_id	audio_file_path	romaji_name	romaji_to_kana	id	en_name	ja_name	path	ja_path_name	en_path_name	path_taxon_rank_name
111	4058.0	data01/nezumi_080409_tottori_kuroda.0000.wav	nezumi	動物							
112	4197.0	data01/nezumi_080409_tottori_kuroda.0002.wav	nezumi	動物							
113	4535.0	data01/nezumi_080409_tottori_kuroda.0005.wav	nezumi	動物							
114	941.0	data01/saru_11060700_chichibu_mju.0003.wav	saru	動物							
115	1703.0	data01/saru_11060700_chichibu_mju.0002.wav	saru	動物							
116	2099.0	data01/saru_11060700_chichibu_mju.0007.wav	saru	動物							
117	2407.0	data01/saru_11060700_chichibu_mju.0001.wav	saru	動物							
118	3652.0	data01/saru_11060700_chichibu_mju.0004.wav	saru	動物							
119	4135.0	data01/saru_11060700_chichibu_mju.0005.wav	saru	動物							
120	4251.0	data01/saru_11060700_chichibu_mju.0000.wav	saru	動物							
121	4308.0	data01/saru_11060700_chichibu_mju.0006.wav	saru	動物							
122	4253.0	data01/shika_090528_chichibu_mju.0002.wav	shika	動物							
123	4539.0	data01/shika_090528_chichibu_mju.0000.wav	shika	動物							
124	4773.0	data01/shika_090528_chichibu_mju.0001.wav	shika	動物							
125	998.0	data01/tagogaeru_060603_okutadami_mju.0005.wav	tagogaeru	動物							
126	2086.0	data01/tagogaeru_060603_okutadami_mju.0004.wav	tagogaeru	動物							
127	2259.0	data01/tagogaeru_060603_okutadami_mju.0007.wav	tagogaeru	動物							
128	2450.0	data01/tagogaeru_060603_okutadami_mju.0006.wav	tagogaeru	動物							
129	2582.0	data01/tagogaeru_060603_okutadami_mju.0003.wav	tagogaeru	動物							
130	2753.0	data01/tagogaeru_060603_okutadami_mju.0001.wav	tagogaeru	動物							
131	3513.0	data01/tagogaeru_060603_okutadami_mju.0000.wav	tagogaeru	動物							
132	4500.0	data01/tagogaeru_060603_okutadami_mju.0002.wav	tagogaeru	動物							
133	144.0	data01/yamaakagaeru_200702_hyogo_kuroda.0003.wav	yamaakagaeru	動物							
134	224.0	data01/yamaakagaeru_200702_hyogo_kuroda.0001.wav	yamaakagaeru	動物							
135	283.0	data01/yamaakagaeru_200702_hyogo_kuroda.0010.wav	yamaakagaeru	動物							
136	1651.0	data01/yamaakagaeru_200702_hyogo_kuroda.0000.wav	yamaakagaeru	動物							
137	1732.0	data01/yamaakagaeru_200702_hyogo_kuroda.0007.wav	yamaakagaeru	動物							
138	1962.0	data01/yamaakagaeru_200702_hyogo_kuroda.0002.wav	yamaakagaeru	動物							
139	2650.0	data01/yamaakagaeru_200702_hyogo_kuroda.0006.wav	yamaakagaeru	動物							
140	3139.0	data01/yamaakagaeru_200702_hyogo_kuroda.0004.wav	yamaakagaeru	動物							
141	3608.0	data01/yamaakagaeru_200702_hyogo_kuroda.0008.wav	yamaakagaeru	動物							
142	4440.0	data01/yamaakagaeru_200702_hyogo_kuroda.0005.wav	yamaakagaeru	動物							
143	4557.0	data01/yamaakagaeru_200702_hyogo_kuroda.0011.wav	yamaakagaeru	動物							
144	4754.0	data01/yamaakagaeru_200702_hyogo_kuroda.0009.wav	yamaakagaeru	動物							
145		audio_file_path	romaji_name								
548	445.0	data01/kajikagaeru_130618_nashushiobara.0000.wav	kajikagaeru								
549	521.0	data01/kajikagaeru_130618_nashushiobara.0003.wav	kajikagaeru								
550	2516.0	data01/kajikagaeru_130618_nashushiobara.0004.wav	kajikagaeru								
551	2896.0	data01/kajikagaeru_130618_nashushiobara.0002.wav	kajikagaeru								
552	4763.0	data01/kajikagaeru_130618_nashushiobara.0001.wav	kajikagaeru								
694	1425.0	data01/mamitahi_121109_kitakyu_moriya.0000.wav	mamitahi								
