audio_file_path	romaji_name	id	en_name	ja_name	path	ja_path_name	en_path_name	path_taxon_rank_name
data01/kumataka_130506_nikko_abe.0001.wav	kumataka	Q1262185	Moutain Hawk-Eagle	クマタカ	Q1978121/Q1262185	Nisaetus/クマタカ	Nisaetus/Moutain Hawk-Eagle	genus/species
data01/tahibari_0802_hyogo_kaji.0010.wav	tahibari	Q208707	Water Pipit	タヒバリ	Q205943/Q193807/Q208707	セキレイ科/ピピット/タヒバリ	Motacillidae/Anthus/Water Pipit	family/genus/species
data01/jobitakic_160808_hyogo_kuroda.0006.wav	jyoubitaki							
data01/jobitakic_160808_hyogo_kuroda.0012.wav	jyoubitaki							
data01/kochidori_150412_toyooka_kuroda.0000.wav	kochidori	Q18851	Little Ringed Plover	コチドリ	Q736322/Q18851	Charadrius/コチドリ	Charadrius/Little Ringed Plover	genus/species
data01/kiji_1008_aichi_kuroda.0007.wav	kiji	Q425900	Green Pheasant	キジ	Q974811/Q737426/Q425900	Phasianinae/キジ亜科/キジ	Phasianinae/Phasianus/Green Pheasant	subfamily/genus/species
data01/suzume_100525_utsunomiya.0017.wav	suzume	Q25968	Eurasian Tree Sparrow	スズメ	Q28922/Q28753/Q25968	スズメ科/スズメ属/スズメ	Passeridae/Passer/Eurasian Tree Sparrow	family/genus/species
data01/ootaka_060706_mooka_mju.0000.wav	ootaka	Q25353	Northern Goshawk	オオタカ	Q940115/Q188737/Q25353	ハイタカ亜科/ハイタカ属/オオタカ	Accipitrinae/Accipiter/Northern Goshawk	subfamily/genus/species
data01/kanmurikaitsu_120417ogawara_mikami.0001.wav	kanmurikaitsuburi	Q25422	Great Crested Grebe	カンムリカイツブリ	Q21695/Q1237815/Q25422	カイツブリ科/カンムリカイツブリ属/カンムリカイツブリ	Podicipedidae/Podiceps/Great Crested Grebe	family/genus/species
data01/bupposo970803_tottori_kuroda.0000.wav	bupposo							
data01/kawarahiwa_130623_date_kros.0004.wav	kawarahiwa	Q27075786	Grey-capped Greenfinch	カワラヒワ	Q9189957/Q27075786	Chloris/カワラヒワ	Chloris/Grey-capped Greenfinch	genus/species
data01/mugimaki_120505_hyogo_kaji.0005.wav	mugimaki	Q1589248	Mugimaki Flycatcher	ムギマキ	Q388003/Q1589248	Ficedula/ムギマキ	Ficedula/Mugimaki Flycatcher	genus/species
data01/tsumenagasekirei_050621_hokkaidou_kaji.0011.wav	tsumenagasekirei	Q25984	Western Yellow Wagtail	ツメナガセキレイ	Q25341/Q194240/Q764420/Q749521/Q205943/Q230042/Q25984	スズメ目/スズメ亜目/スズメ小目/スズメ上科/セキレイ科/セキレイ/ツメナガセキレイ	Passeriformes/Passeri/Passerida/Passeroidea/Motacillidae/Motacilla/Western Yellow Wagtail	order/suborder/parvorder /superfamily/family/genus/species
data01/rkonohazuku_120423_ishigaki_moriya.0000.wav	ryuukyuukonohazuku	Q716317	Elegant Scops Owl	リュウキュウコノハズク	Q5881279/Q25222/Q26012/Q832329/Q716317	Strigimorphae/フクロウ目/フクロウ科/コノハズク属/リュウキュウコノハズク	Strigimorphae/Strigiformes/Strigidae/Otus/Elegant Scops Owl	superorder/order/family/genus/species
data01/rkonohazuku_120423_ishigaki_moriya.0006.wav	ryuukyuukonohazuku	Q716317	Elegant Scops Owl	リュウキュウコノハズク	Q5881279/Q25222/Q26012/Q832329/Q716317	Strigimorphae/フクロウ目/フクロウ科/コノハズク属/リュウキュウコノハズク	Strigimorphae/Strigiformes/Strigidae/Otus/Elegant Scops Owl	superorder/order/family/genus/species
data01/nyuunaisuzume_110809_nikko_hirano.0004.wav	nyuunaisuzume	Q28868046	Russet Sparrow	ニュウナイスズメ	Q28922/Q28753/Q28868046	スズメ科/スズメ属/ニュウナイスズメ	Passeridae/Passer/Russet Sparrow	family/genus/species
data01/nyuunaisuzume_110809_nikko_hirano.0009.wav	nyuunaisuzume	Q28868046	Russet Sparrow	ニュウナイスズメ	Q28922/Q28753/Q28868046	スズメ科/スズメ属/ニュウナイスズメ	Passeridae/Passer/Russet Sparrow	family/genus/species
data01/chogenbo_keikai_130303_utsunomiya_hirano.0000.wav	chogenbo							
data01/okonoha_130505_nikko_abe.0004.wav	okonoha							
data01/ruribitaki_0902_hyogo_kaji.0014.wav	ruribitaki	Q129219	Red-flanked Bush Robin	ルリビタキ	Q968266/Q129219	Tarsiger/ルリビタキ	Tarsiger/Red-flanked Bush Robin	genus/species
data01/kuroji_c_080430_utsunomiya_hirano.0000.wav	kuroji	Q1586258	Gray Bunting	クロジ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q1586258	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/ホオジロ科/ホオジロ属/クロジ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Emberizidae/Emberiza/Gray Bunting	order/family/genus/species
data01/binzui_080703_asyoro_kuroda.0004.wav	binzui	Q726873	Olive-backed Pipit	ビンズイ	Q205943/Q193807/Q726873	セキレイ科/ピピット/ビンズイ	Motacillidae/Anthus/Olive-backed Pipit	family/genus/species
data01/tsubamechi_121009_hyogo_kuroda.0002.wav	tsubamechi							
data01/osahashibuto_120423_ishigaki_moriya.0009.wav	osahashibuto							
data01/ostoaka2_140307_amami_ishida.0000.wav	oosutonooakagera							
data01/mejiroc_160516_miyake_kuroda.0002.wav	jyoubitaki							
data01/mejiroc_160516_miyake_kuroda.0003.wav	jyoubitaki							
data01/kisekirei_160601_chichibu_mju.0000.wav	kisekirei	Q201316	Grey Wagtail	キセキレイ	Q25341/Q194240/Q764420/Q749521/Q205943/Q230042/Q201316	スズメ目/スズメ亜目/スズメ小目/スズメ上科/セキレイ科/セキレイ/キセキレイ	Passeriformes/Passeri/Passerida/Passeroidea/Motacillidae/Motacilla/Grey Wagtail	order/suborder/parvorder /superfamily/family/genus/species
data01/akashobin_150611_kosado_mju.0002.wav	akashobin							
data01/ezobitaki2_1010_hyogo_kaji.0005.wav	ezobitaki	Q1315879	Grey-streaked Flycatcher	エゾビタキ	Q25341/Q194240/Q764420/Q1179990/Q200989/Q1088541/Q1315879	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ヒタキ科/Muscicapa/エゾビタキ	Passeriformes/Passeri/Passerida/Muscicapoidea/Muscicapidae/Muscicapa/Grey-streaked Flycatcher	order/suborder/parvorder /superfamily/family/genus/species
data01/kogamo_0910_hyogo_kaji.0000.wav	kogamo	Q25700	Eurasian Teal	コガモ	Q27725/Q214264/Q25700	カモ亜科/マガモ属/コガモ	Anatinae/Anas/Eurasian Teal	subfamily/genus/species
data01/isoshigi_110424_utsunomiya_hirano.0013.wav	isoshigi	Q18850	Common Sandpiper	イソシギ	Q310859/Q18850	Actitis/イソシギ	Actitis/Common Sandpiper	genus/species
data01/omizunagi_120801_fukuoka_mju.0007.wav	omizunagi							
data01/benimashiko081118_watarase_hirano.0002.wav	benimashiko	Q27075750	Long-tailed Rosefinch	ベニマシコ	Q25341/Q160835/Q667490/Q843168/Q27075750	スズメ目/アトリ科/ヒワ亜科/オオマシコ/ベニマシコ	Passeriformes/Fringillidae/Carduelinae/Carpodacus/Long-tailed Rosefinch	order/family/subfamily/genus/species
data01/benimashiko081118_watarase_hirano.0003.wav	benimashiko	Q27075750	Long-tailed Rosefinch	ベニマシコ	Q25341/Q160835/Q667490/Q843168/Q27075750	スズメ目/アトリ科/ヒワ亜科/オオマシコ/ベニマシコ	Passeriformes/Fringillidae/Carduelinae/Carpodacus/Long-tailed Rosefinch	order/family/subfamily/genus/species
data01/akahara_100420_watarase.0005.wav	akahara	Q1589003	Brown-headed Thrush	アカハラ	Q25341/Q194240/Q764420/Q1179990/Q26050/Q115661/Q1589003	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ツグミ科/ツグミ属/アカハラ	Passeriformes/Passeri/Passerida/Muscicapoidea/thrush/Turdus/Brown-headed Thrush	order/suborder/parvorder /superfamily/family/genus/species
data01/komukudori_100610_nikkou.0003.wav	komukudori	Q1586190	Chestnut-cheeked Starling	コムクドリ	Q25341/Q185237/Q3759722/Q1586190	スズメ目/ムクドリ科/Agropsar/コムクドリ	Passeriformes/Sturnidae/Agropsar/Chestnut-cheeked Starling	order/family/genus/species
data01/kakko_120629_utsunomiya_hirano.0008.wav	kakko							
data01/yoshigoi_090805_watarase_hirano.0003.wav	yoshigoi	Q888536	Yellow Bittern	ヨシゴイ	Q19338/Q18789/Q855133/Q244078/Q888536	ペリカン目/サギ科/Botaurinae/Ixobrychus/ヨシゴイ	Pelecaniformes/Ardeidae/Botaurinae/Ixobrychus/Yellow Bittern	order/family/subfamily/genus/species
data01/kosame_130514_nasushio_hirano.0001.wav	kosamebitaki	Q27075642	Asian Brown Flycatcher	コサメビタキ	Q25341/Q194240/Q764420/Q1179990/Q200989/Q1088541/Q27075642	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ヒタキ科/Muscicapa/コサメビタキ	Passeriformes/Passeri/Passerida/Muscicapoidea/Muscicapidae/Muscicapa/Asian Brown Flycatcher	order/suborder/parvorder /superfamily/family/genus/species
data01/hakusekirei_100316_utsunomiya.0006.wav	hakusekirei	Q2897097	Motacilla alba lugens	ハクセキレイ	Q25399/Q2897097	タイリクハクセキレイ/ハクセキレイ	White Wagtail/Motacilla alba lugens	species/subspecies
data01/jobitaki_071107_watarase_hirano.0007.wav	jyoubitaki							
data01/misago_1008_aichi_kuroda.0009.wav	misago	Q25332	Osprey	ミサゴ	Q20645445/Q15718604/Q19595747/Q21736/Q28240/Q3893145/Q25332	Telluraves/Afroaves/Accipitrimorphae/タカ目/ミサゴ科/Pandion/ミサゴ	Telluraves/Afroaves/Accipitrimorphae/Accipitriformes/Pandionidae/Pandion/Osprey	order/family/genus/species
data01/himeama_140614_fuji_mju.0000.wav	himeama							
data01/kakesu_080413_utsunomiya_hirano.0001.wav	kakesu	Q25354	Eurasian Jay	カケス	Q311248/Q25354	カケス属/カケス	Garrulus/Eurasian Jay	genus/species
data01/koshiakastubame_0809_hyogo_kaji.0000.wav	koshiakatsubame	Q27075446	Red-rumped Swallow	コシアカツバメ	Q39861/Q248398/Q27075446	ツバメ科/Cecropis/コシアカツバメ	Hirundinidae/Cecropis/Red-rumped Swallow	family/genus/species
data01/ojirowashi_130215_nemuro_mju.0003.wav	ojirowashi	Q25438	White-tailed Sea Eagle	オジロワシ	Q25510/Q147403/Q25438	タカ科/ウミワシ/オジロワシ	Accipitridae/Haliaeetus/White-tailed Sea Eagle	family/genus/species
data01/kawarahiwa_110122_ikeshima_mju.0004.wav	kawarahiwa	Q27075786	Grey-capped Greenfinch	カワラヒワ	Q9189957/Q27075786	Chloris/カワラヒワ	Chloris/Grey-capped Greenfinch	genus/species
data01/nosuri_130402_aomori_kuroda.0002.wav	nosuri	Q1152577	Eastern Buzzard	ノスリ	Q25510/Q235152/Q1152577	タカ科/ノスリ属/ノスリ	Accipitridae/Buteo/Eastern Buzzard	family/genus/species
data01/uzura_090427_watarase_hirano.0000.wav	uzura	Q716869	Janpanese Quail	ウズラ	Q9304816/Q1869243/Q716869	Perdicinae/ウズラ属/ウズラ	Perdicinae/Coturnix/Janpanese Quail	subfamily/genus/species
data01/gojukarahina_140514_kyoto_kaji.0002.wav	gojyuukara							
data01/ikaru_0805_hyogo_kaji.0002.wav	ikaru	Q1052029	Japenese Grosbeak	イカル	Q25341/Q160835/Q667490/Q133463/Q1052029	スズメ目/アトリ科/ヒワ亜科/Eophona/イカル	Passeriformes/Fringillidae/Carduelinae/Eophona/Japenese Grosbeak	order/family/subfamily/genus/species
data01/shijuukara_110429_utsunomiya_hirano.0004.wav	shijuukara	Q177798	Japanese Tit	シジュウカラ	Q719380/Q177798	カラ類/シジュウカラ	Parus/Japanese Tit	genus/species
data01/sijuukara2_0710_hyogo_kaji.0003.wav	shijuukara	Q177798	Japanese Tit	シジュウカラ	Q719380/Q177798	カラ類/シジュウカラ	Parus/Japanese Tit	genus/species
data01/kakesu_110429_utsunomiya_hirano.0005.wav	kakesu	Q25354	Eurasian Jay	カケス	Q311248/Q25354	カケス属/カケス	Garrulus/Eurasian Jay	genus/species
data01/akagera2_070516_mitake_mju.0001.wav	akagera	Q26209	Great Spotted Woodpecker	アカゲラ	Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q723059/Q26209	Q5113/新顎類/Neoaves/Dendrornithes/キツツキ目/キツツキ科/Picinae/Dendrocopos/アカゲラ	Neognathae/Neoaves/Dendrornithes/Piciformes/Picidae/Picinae/Dendrocopos/Great Spotted Woodpecker	Unknown/subclass/superorder/order/family/subfamily/genus/species
data01/sendaimushikui_0905_hyogo_kaji.0000.wav	sendaimushikui	Q2869566	Eastern Crowned Warbler	センダイムシクイ	Q194240/Q1929497/Q214627/Q2869566	スズメ亜目/メボソムシクイ科/Phylloscopus/センダイムシクイ	Passeri/Phylloscopidae/Phylloscopus/Eastern Crowned Warbler	suborder/family/genus/species
data01/ishigakishiju_120423_ishigaki_moriya.0002.wav	ishigakishiju							
data01/umiaisa_130104_tatsuno_kuroda.0000.wav	umiaisa	Q189609	Red-breasted Merganser	ウミアイサ	Q27725/Q253789/Q189609	カモ亜科/アイサ属/ウミアイサ	Anatinae/Mergus/Red-breasted Merganser	subfamily/genus/species
data01/tsumi_090420_kokubunji_mju.0006.wav	tsumi	Q606755	Japanese Sparrowhawk	ツミ	Q940115/Q188737/Q606755	ハイタカ亜科/ハイタカ属/ツミ	Accipitrinae/Accipiter/Japanese Sparrowhawk	subfamily/genus/species
data01/binzui_080702_asyoro_kuroda.0004.wav	binzui	Q726873	Olive-backed Pipit	ビンズイ	Q205943/Q193807/Q726873	セキレイ科/ピピット/ビンズイ	Motacillidae/Anthus/Olive-backed Pipit	family/genus/species
data01/kogara_070523_nikko_mju.0000.wav	kogara	Q215211	Willow Tit	コガラ	Q25341/Q194240/Q764420/Q2862448/Q168473/Q1075355/Q215211	スズメ目/スズメ亜目/スズメ小目/ウグイス上科/シジュウカラ科/コガラ属/コガラ	Passeriformes/Passeri/Passerida/Sylvioidea/tit/Poecile/Willow Tit	order/suborder/parvorder /superfamily/family/genus/species
data01/keri_120508b_himeji_kuroda.0002.wav	keri	Q1047787	Grey-headed Lapwing	ケリ	Q13426919/Q1047787	Vanellus/ケリ	Vanellus/Grey-headed Lapwing	genus/species
data01/keri_120508_himeji_kuroda.0006.wav	keri	Q1047787	Grey-headed Lapwing	ケリ	Q13426919/Q1047787	Vanellus/ケリ	Vanellus/Grey-headed Lapwing	genus/species
data01/jobitakic_160808_hyogo_kuroda.0013.wav	jyoubitaki							
data01/tageri_121116_hyogo_kuroda.0000.wav	tageri	Q25392	Northern Lapwing	タゲリ	Q289448/Q13426919/Q25392	lapwing/Vanellus/タゲリ	lapwing/Vanellus/Northern Lapwing	subfamily/genus/species
data01/ezosen_130603_muroran_kuros.0002.wav	ezosen							
data01/omashiko_121203_tottori_kuroda.0001.wav	omashiko							
data01/jyoubitaki_121112_utsunomiya_hirano.0000.wav	jyoubitaki							
data01/ooruri_0907_hyogo_kaji.0001.wav	ooruri	Q73477	Blue-and-white Flycatcher	オオルリ	Q15111715/Q73477	Cyanoptila/オオルリ	Cyanoptila/Blue-and-white Flycatcher	genus/species
data01/kanmurikaitsu_120417ogawara_mikami.0004.wav	kanmurikaitsuburi	Q25422	Great Crested Grebe	カンムリカイツブリ	Q21695/Q1237815/Q25422	カイツブリ科/カンムリカイツブリ属/カンムリカイツブリ	Podicipedidae/Podiceps/Great Crested Grebe	family/genus/species
data01/ooban_111227_watarase_hirano.0005.wav	ooban	Q25376	Common Coot	オオバン	Q637533/Q25376	Fulica/オオバン	Fulica/Common Coot	genus/species
data01/nogoma_050624_hokkaidou_kaji.0004.wav	nogoma	Q27075678	Siberian Rubythroat	ノゴマ	Q16069825/Q27075678	Calliope/ノゴマ	Calliope/Siberian Rubythroat	genus/species
data01/oomushikui_110610_sapporo_namba.0003.wav	oomushikui	Q12265905	Kamchatka leaf warbler	オオムシクイ	Q194240/Q1929497/Q214627/Q12265905	スズメ亜目/メボソムシクイ科/Phylloscopus/オオムシクイ	Passeri/Phylloscopidae/Phylloscopus/Kamchatka leaf warbler	suborder/family/genus/species
data01/oomushikui_110610_sapporo_namba.0014.wav	oomushikui	Q12265905	Kamchatka leaf warbler	オオムシクイ	Q194240/Q1929497/Q214627/Q12265905	スズメ亜目/メボソムシクイ科/Phylloscopus/オオムシクイ	Passeri/Phylloscopidae/Phylloscopus/Kamchatka leaf warbler	suborder/family/genus/species
data01/konotori_140602_toyooka_kuroda.0001.wav	konotori							
data01/nobitaki2_070620_nagano_kaji.0000.wav	nobitaki	Q6739527	Stejneger's Stonechat	ノビタキ	Q906092/Q6739527	Saxicola/ノビタキ	Saxicola/Stejneger's Stonechat	genus/species
data01/toki_150202_sado_mju.0001.wav	toki	Q493173	Crested Ibis	トキ	Q19338/Q162085/Q193833/Q14860497/Q493173	ペリカン目/トキ科/トキ亜科/Nipponia/トキ	Pelecaniformes/Ibises and Spoonbills/ibis/Nipponia/Crested Ibis	order/family/subfamily/genus/species
data01/kosamebitaki_100606_nasusiobara.0000.wav	kosamebitaki	Q27075642	Asian Brown Flycatcher	コサメビタキ	Q25341/Q194240/Q764420/Q1179990/Q200989/Q1088541/Q27075642	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ヒタキ科/Muscicapa/コサメビタキ	Passeriformes/Passeri/Passerida/Muscicapoidea/Muscicapidae/Muscicapa/Asian Brown Flycatcher	order/suborder/parvorder /superfamily/family/genus/species
data01/kibitaki_150610_sado_mju.0010.wav	kibitaki	Q1367236	Narcissus Flycatcher	キビタキ	Q388003/Q1367236	Ficedula/キビタキ	Ficedula/Narcissus Flycatcher	genus/species
data01/kayakuguri_0811_hyogo_kaji.0015.wav	kayakuguri	Q524343	Japanese Accentor	カヤクグリ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q3709179/Q3924795/Q524343	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/イワヒバリ属/イワヒバリ属/カヤクグリ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Prunellidae/Prunella/Japanese Accentor	order/family/genus/species
data01/hagimashiko_160315_kochi_kuroda2.0000.wav	hagimashiko	Q739209	Asian Rosy Finch	ハギマシコ	Q25341/Q160835/Q667490/Q673853/Q739209	スズメ目/アトリ科/ヒワ亜科/Leucosticte/ハギマシコ	Passeriformes/Fringillidae/Carduelinae/Leucosticte/Asian Rosy Finch	order/family/subfamily/genus/species
data01/kojukei2_060512_hino_mju.0003.wav	kojyukei							
data01/ojurin_091116_watarase_hirano.0002.wav	ojurin							
data01/kurotsugumi_060604_okutadami_mju.0000.wav	kurotsugumi	Q2720710	Janpanese Thrush	クロツグミ	Q25341/Q194240/Q764420/Q1179990/Q26050/Q115661/Q2720710	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ツグミ科/ツグミ属/クロツグミ	Passeriformes/Passeri/Passerida/Muscicapoidea/thrush/Turdus/Janpanese Thrush	order/suborder/parvorder /superfamily/family/genus/species
data01/uso_100606_nigorigo_mju.0006.wav	uso	Q25382	Eurasian Bullfinch	ウソ	Q25341/Q160835/Q667490/Q843173/Q25382	スズメ目/アトリ科/ヒワ亜科/Pyrrhula/ウソ	Passeriformes/Fringillidae/Carduelinae/Pyrrhula/Eurasian Bullfinch	order/family/subfamily/genus/species
data01/kuina_060801_watarase_hirano.0003.wav	kuina	Q3454180	Brown-cheeked Rail	クイナ	Q5113/Q19168/Q25557/Q26623/Q220705/Q3454180	Q5113/新顎類/ツル目/クイナ科/Rallus/クイナ	Neognathae/Gruiformes/Rallidae/Rallus/Brown-cheeked Rail	Unknown/subclass/order/family/genus/species
data01/okonoha_130505_nikko_abe.0005.wav	okonoha							
data01/kohakucho_151129_kaga_mju.0006.wav	kohakucyou							
data01/suzume_120210_nemuro_mju.0001.wav	suzume	Q25968	Eurasian Tree Sparrow	スズメ	Q28922/Q28753/Q25968	スズメ科/スズメ属/スズメ	Passeridae/Passer/Eurasian Tree Sparrow	family/genus/species
data01/koshiakatsubame_1006_hyogo_kaji.0014.wav	koshiakatsubame	Q27075446	Red-rumped Swallow	コシアカツバメ	Q39861/Q248398/Q27075446	ツバメ科/Cecropis/コシアカツバメ	Hirundinidae/Cecropis/Red-rumped Swallow	family/genus/species
data01/isohiyo_110419_hahajima_mju.0003.wav	isohiyodori	Q152144	Blue Rock Thrush	イソヒヨドリ	Q1050525/Q152144	Monticola/イソヒヨドリ	Monticola/Blue Rock Thrush	genus/species
data01/rsanshoukui_060315_okinawa_kaji.0017.wav	ryuukyuusanshoukui	Q3233109	Ryukyu Minivet	リュウキュウサンショウクイ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q732881/Q1082724/Q3233109	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/サンショウクイ科/Minivet/リュウキュウサンショウクイ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Campephagidae/Minivet/Ryukyu Minivet	order/family/genus/species
data01/shimaenaga_110228_tomamae_mju.0008.wav	shimaenaga							
data01/hashibuto_060429_kokubunji_mju.0000.wav	hashibutogarasu	Q111674	Large-billed Crow	ハシブトガラス	Q43365/Q111674	カラス属/ハシブトガラス	Corvus/Large-billed Crow	genus/species
data01/kuina_071127_watarase_hirano.0005.wav	kuina	Q3454180	Brown-cheeked Rail	クイナ	Q5113/Q19168/Q25557/Q26623/Q220705/Q3454180	Q5113/新顎類/ツル目/クイナ科/Rallus/クイナ	Neognathae/Gruiformes/Rallidae/Rallus/Brown-cheeked Rail	Unknown/subclass/order/family/genus/species
data01/kuina_071127_watarase_hirano.0009.wav	kuina	Q3454180	Brown-cheeked Rail	クイナ	Q5113/Q19168/Q25557/Q26623/Q220705/Q3454180	Q5113/新顎類/ツル目/クイナ科/Rallus/クイナ	Neognathae/Gruiformes/Rallidae/Rallus/Brown-cheeked Rail	Unknown/subclass/order/family/genus/species
data01/kuina_110426_watarase_hirano.0002.wav	kuina	Q3454180	Brown-cheeked Rail	クイナ	Q5113/Q19168/Q25557/Q26623/Q220705/Q3454180	Q5113/新顎類/ツル目/クイナ科/Rallus/クイナ	Neognathae/Gruiformes/Rallidae/Rallus/Brown-cheeked Rail	Unknown/subclass/order/family/genus/species
data01/akashobin_150611_kosado_mju.0000.wav	akashobin							
data01/isoshigi_060620_oketo_kaji.0001.wav	isoshigi	Q18850	Common Sandpiper	イソシギ	Q310859/Q18850	Actitis/イソシギ	Actitis/Common Sandpiper	genus/species
data01/shinorigamo_tomamae_130201_mju.0000.wav	shinorigamo	Q331179	Harlequin Duck	シノリガモ	Q631677/Q331179	アイサ亜科/シノリガモ	Merginae/Harlequin Duck	subfamily/species
data01/ikaru_1007_shimane_kuroda.0005.wav	ikaru	Q1052029	Japenese Grosbeak	イカル	Q25341/Q160835/Q667490/Q133463/Q1052029	スズメ目/アトリ科/ヒワ亜科/Eophona/イカル	Passeriformes/Fringillidae/Carduelinae/Eophona/Japenese Grosbeak	order/family/subfamily/genus/species
data01/sendaimushikui_1005_hyogo_kaji.0007.wav	sendaimushikui	Q2869566	Eastern Crowned Warbler	センダイムシクイ	Q194240/Q1929497/Q214627/Q2869566	スズメ亜目/メボソムシクイ科/Phylloscopus/センダイムシクイ	Passeri/Phylloscopidae/Phylloscopus/Eastern Crowned Warbler	suborder/family/genus/species
data01/tamashigi_070623_hyogo_kuroda.0006.wav	tamashigi	Q31617	Greater Painted Snipe	タマシギ	Q674094/Q31617	Rostratula/タマシギ	Rostratula/Greater Painted Snipe	genus/species
data01/akahara_10626_nikkou_hirano.0005.wav	akahara	Q1589003	Brown-headed Thrush	アカハラ	Q25341/Q194240/Q764420/Q1179990/Q26050/Q115661/Q1589003	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ツグミ科/ツグミ属/アカハラ	Passeriformes/Passeri/Passerida/Muscicapoidea/thrush/Turdus/Brown-headed Thrush	order/suborder/parvorder /superfamily/family/genus/species
data01/yoshigoi_090805_watarase_hirano.0009.wav	yoshigoi	Q888536	Yellow Bittern	ヨシゴイ	Q19338/Q18789/Q855133/Q244078/Q888536	ペリカン目/サギ科/Botaurinae/Ixobrychus/ヨシゴイ	Pelecaniformes/Ardeidae/Botaurinae/Ixobrychus/Yellow Bittern	order/family/subfamily/genus/species
data01/ooruri_0905_hyogo_kaji.0002.wav	ooruri	Q73477	Blue-and-white Flycatcher	オオルリ	Q15111715/Q73477	Cyanoptila/オオルリ	Cyanoptila/Blue-and-white Flycatcher	genus/species
